"Fiscal.Year","County","CPS_confirmed_victim","CPS_unconfirmed_victim","CPS_family_preservation_removals","CPS_investigation_removals","Children.in.DFPS.Responsibility","Adult_disabled_18_64_pop","Adult_disabled_18_64_perc","Adult_65_over_pop","Adult_65_over_perc","APS_total_county_pop","APS_clients","APS_service_stages","APS_alleged_victims_in_repeat_invest","APS_alleged_victims_in_initial_invest","APS_recidivism"
2012,"Anderson",187,622,6,34,158,5427,9,7618,13,58457,263,269,54,301,0.179
2012,"Andrews",47,105,4,14,48,923,6,1714,11,15919,14,14,3,28,0.107
2012,"Angelina",297,872,10,32,113,8095,9,12443,14,87642,253,260,87,514,0.169
2012,"Aransas",127,229,7,32,115,2379,10,6029,25,23981,122,126,43,144,0.299
2012,"Archer",13,30,NA,NA,NA,557,6,1496,17,8875,48,56,25,61,0.41
2012,"Armstrong",4,16,0,3,5,109,6,426,22,1913,2,2,1,6,0.167
2012,"Atascosa",251,576,7,83,210,4084,9,6186,13,46113,69,69,23,164,0.14
2012,"Austin",34,139,0,10,20,1348,5,4743,16,28791,35,35,8,102,0.078
2012,"Bailey",12,70,0,10,33,474,7,1003,14,7246,38,38,7,36,0.194
2012,"Bandera",47,156,12,11,63,2086,10,4504,22,20612,31,31,9,91,0.099
2012,"Bastrop",254,755,26,87,222,4704,6,9573,13,76532,114,115,47,287,0.164
2012,"Baylor",11,41,3,0,4,312,8,910,25,3679,69,83,19,61,0.311
2012,"Bee",138,284,29,36,131,3988,12,3576,11,32335,115,116,20,133,0.15
2012,"Bell",924,3833,44,377,925,22936,7,28766,9,319503,631,652,209,1124,0.186
2012,"Bexar",6205,18271,864,1299,5761,132741,7,190013,11,1786596,3516,3578,1144,7469,0.153
2012,"Blanco",6,70,0,1,7,726,7,2137,20,10683,14,14,3,26,0.115
2012,"Borden",NA,NA,3,0,3,25,4,144,22,646,2,2,0,2,0
2012,"Bosque",61,180,7,9,40,1481,8,4009,22,18076,28,29,15,97,0.155
2012,"Bowie",258,1136,18,101,209,7960,9,13708,15,92565,191,195,52,401,0.13
2012,"Brazoria",448,2024,28,64,302,18962,6,32673,10,325104,329,330,53,590,0.09
2012,"Brazos",346,1299,3,70,217,10461,5,15348,8,200754,152,155,49,334,0.147
2012,"Brewster",6,65,NA,NA,5,843,9,1627,18,9219,25,25,16,67,0.239
2012,"Briscoe",5,8,1,1,2,85,5,391,24,1610,4,4,1,11,0.091
2012,"Brooks",41,101,1,11,32,1176,16,1308,18,7215,32,32,8,51,0.157
2012,"Brown",131,401,10,52,150,2472,6,7048,18,38310,198,205,57,308,0.185
2012,"Burleson",41,148,0,18,43,1688,10,3204,19,17297,40,41,13,64,0.203
2012,"Burnet",135,410,11,36,110,4187,10,8593,20,43762,66,67,20,148,0.135
2012,"Caldwell",125,368,12,49,135,3636,9,4892,12,39200,65,65,18,143,0.126
2012,"Calhoun",50,194,2,6,20,2219,10,3413,16,21685,23,26,6,68,0.088
2012,"Callahan",49,129,0,4,25,1113,8,2573,19,13515,49,49,16,106,0.151
2012,"Cameron",1819,4445,65,126,476,26024,6,47654,12,411458,816,820,189,1407,0.134
2012,"Camp",32,129,4,12,46,1253,10,2077,17,12554,34,34,16,56,0.286
2012,"Carson",16,47,3,2,11,309,5,1038,17,6081,8,8,3,11,0.273
2012,"Cass",81,402,0,35,61,3164,10,6149,20,30487,53,53,22,129,0.171
2012,"Castro",40,84,20,10,31,375,5,1100,14,7827,15,15,3,19,0.158
2012,"Chambers",79,241,13,24,75,2527,7,3743,10,36319,28,28,5,54,0.093
2012,"Cherokee",169,583,31,64,207,3687,7,7888,15,51124,328,335,70,432,0.162
2012,"Childress",26,64,6,3,24,589,8,1088,15,7048,41,41,12,49,0.245
2012,"Clay",19,48,0,2,9,973,9,1989,19,10555,99,110,33,124,0.266
2012,"Cochran",12,20,1,1,7,282,9,471,15,3130,81,90,18,70,0.257
2012,"Coke",3,18,2,3,12,130,4,862,26,3288,11,11,4,20,0.2
2012,"Coleman",41,86,3,6,36,606,7,1986,23,8802,50,51,7,71,0.099
2012,"Collin",1082,3458,27,132,429,25428,3,70271,8,830057,416,433,121,860,0.141
2012,"Collingsworth",14,27,2,0,11,255,8,557,18,3060,10,10,4,15,0.267
2012,"Colorado",31,142,0,2,27,1368,7,4175,20,20920,31,31,9,73,0.123
2012,"Comal",421,585,12,59,218,7015,6,18755,16,115105,135,139,51,332,0.154
2012,"Comanche",44,95,0,15,24,1157,8,3002,22,13771,51,53,18,75,0.24
2012,"Concho",7,17,0,3,6,452,11,603,15,4087,19,20,5,18,0.278
2012,"Cooke",122,473,7,20,87,2916,8,6448,17,38668,50,51,12,134,0.09
2012,"Coryell",214,830,16,83,217,5692,7,5991,8,75967,85,85,20,164,0.122
2012,"Cottle",3,22,NA,NA,NA,125,8,380,25,1500,13,13,2,20,0.1
2012,"Crane",NA,26,NA,NA,2,315,7,553,12,4669,12,12,4,11,0.364
2012,"Crockett",16,34,0,2,7,159,4,606,16,3774,8,8,2,12,0.167
2012,"Crosby",29,101,3,3,16,564,9,1098,18,6097,38,39,9,43,0.209
2012,"Culberson",10,18,NA,NA,NA,235,10,398,17,2362,2,2,1,8,0.125
2012,"Dallam",22,94,0,3,11,441,7,619,9,6765,17,17,1,19,0.053
2012,"Dallas",5107,18681,620,975,3948,123086,5,221964,9,2441092,3095,3175,956,6386,0.15
2012,"Dawson",54,127,11,3,33,1034,8,1972,14,13749,66,71,11,104,0.106
2012,"Deaf Smith",66,242,9,5,55,987,5,2157,11,19069,20,20,3,43,0.07
2012,"Delta",22,64,0,8,14,540,10,1107,21,5247,17,17,6,34,0.176
2012,"Denton",929,3680,33,238,684,30875,4,54002,8,704794,418,428,134,957,0.14
2012,"DeWitt",35,224,0,8,48,1713,8,3834,19,20365,27,27,7,94,0.074
2012,"Dickens",9,22,NA,NA,10,231,10,488,21,2345,12,13,5,24,0.208
2012,"Dimmit",28,158,0,5,80,1220,12,1519,15,10267,12,12,4,31,0.129
2012,"Donley",21,36,0,4,14,248,7,783,22,3582,13,13,3,17,0.176
2012,"Duval",34,97,0,7,29,1679,14,2004,17,11794,28,28,2,43,0.047
2012,"Eastland",59,184,10,8,49,1855,10,3810,21,18485,104,109,32,161,0.199
2012,"Ector",633,1546,47,111,446,11195,8,14610,10,145200,341,345,92,575,0.16
2012,"Edwards",4,23,NA,NA,16,125,6,468,24,1988,NA,NA,0,7,0
2012,"El Paso",2081,5451,118,179,814,52419,6,87841,11,816533,1226,1238,407,2856,0.143
2012,"Ellis",208,944,4,26,75,10750,7,16659,11,155008,188,190,34,332,0.102
2012,"Erath",114,256,0,23,62,2356,6,5054,13,38485,41,41,12,90,0.133
2012,"Falls",50,141,0,9,25,1864,11,2929,17,17595,37,37,14,78,0.179
2012,"Fannin",52,240,0,5,30,3512,10,6055,18,34015,72,74,12,126,0.095
2012,"Fayette",80,119,4,27,82,1363,5,5532,22,24802,34,34,7,78,0.09
2012,"Fisher",17,21,0,2,6,252,6,905,23,3951,16,16,4,23,0.174
2012,"Floyd",41,77,7,8,39,269,4,1152,18,6239,27,28,4,36,0.111
2012,"Foard",NA,14,NA,NA,NA,247,19,324,25,1297,11,11,0,16,0
2012,"Fort Bend",535,2142,13,60,238,22595,4,51279,8,629845,235,237,87,731,0.119
2012,"Franklin",34,95,1,5,11,1046,10,2027,19,10643,15,15,5,31,0.161
2012,"Freestone",38,149,0,9,28,1576,8,3413,17,19813,26,26,7,71,0.099
2012,"Frio",124,258,1,37,100,2092,12,2081,12,17726,15,15,10,43,0.233
2012,"Gaines",26,75,1,7,35,939,5,1694,9,18371,11,12,4,32,0.125
2012,"Galveston",451,2787,30,68,327,19595,6,36007,12,303340,263,267,129,917,0.141
2012,"Garza",44,57,3,3,20,816,13,717,11,6509,38,40,6,53,0.113
2012,"Gillespie",55,157,3,17,56,1515,6,6839,27,25054,22,22,8,70,0.114
2012,"Glasscock",2,2,NA,NA,NA,34,3,189,15,1247,2,2,0,4,0
2012,"Goliad",21,86,NA,NA,6,717,10,1499,21,7303,6,6,4,23,0.174
2012,"Gonzales",70,218,2,6,26,1744,9,3198,16,20141,18,18,7,70,0.1
2012,"Gray",111,297,1,25,138,1368,6,3608,16,22772,57,57,13,93,0.14
2012,"Grayson",453,1344,8,53,146,9238,8,20001,16,123056,325,335,83,565,0.147
2012,"Gregg",373,1158,6,79,279,10360,8,16971,14,122663,278,284,91,557,0.163
2012,"Grimes",54,193,2,11,43,2202,8,3962,15,27048,59,59,12,93,0.129
2012,"Guadalupe",404,1145,17,102,250,9164,7,16956,12,138339,117,118,74,359,0.206
2012,"Hale",209,350,5,41,130,2110,6,4427,12,35644,80,80,17,137,0.124
2012,"Hall",25,48,0,4,15,158,5,777,23,3308,8,8,1,11,0.091
2012,"Hamilton",19,83,0,3,18,664,8,2091,25,8441,9,9,10,39,0.256
2012,"Hansford",5,35,NA,NA,4,353,6,815,14,5623,5,5,2,10,0.2
2012,"Hardeman",12,22,0,4,9,463,11,795,20,4049,31,34,11,46,0.239
2012,"Hardin",134,554,8,8,51,5236,10,7871,14,55104,122,126,42,212,0.198
2012,"Harris",5383,27407,369,1411,7420,215378,5,364498,9,4264024,5488,5609,1528,10956,0.139
2012,"Harrison",184,728,5,40,130,4731,7,9346,14,66193,201,206,54,284,0.19
2012,"Hartley",3,10,NA,NA,NA,265,4,803,13,6032,7,7,1,11,0.091
2012,"Haskell",18,41,0,2,8,642,11,1262,21,5901,40,45,10,43,0.233
2012,"Hays",315,1124,14,58,177,9879,6,15913,9,170350,80,80,39,260,0.15
2012,"Hemphill",11,19,0,4,6,228,6,529,13,3924,3,3,3,7,0.429
2012,"Henderson",161,941,13,60,248,8022,10,15793,20,79101,373,382,76,509,0.149
2012,"Hidalgo",2685,8661,181,418,1313,57458,7,77170,10,793694,1176,1201,341,2205,0.155
2012,"Hill",144,326,3,43,74,3165,9,6682,19,35249,72,72,28,145,0.193
2012,"Hockley",132,195,6,28,103,1440,6,3082,13,23197,149,154,35,144,0.243
2012,"Hood",287,451,13,39,114,3498,7,11767,22,52621,144,144,20,165,0.121
2012,"Hopkins",72,243,7,17,63,3007,8,5848,16,35550,70,75,25,165,0.152
2012,"Houston",58,185,2,19,60,2864,12,4646,20,23460,250,275,58,230,0.252
2012,"Howard",156,307,29,29,111,4451,12,4645,13,36031,153,163,42,259,0.162
2012,"Hudspeth",4,17,0,1,4,416,12,529,15,3434,4,4,3,12,0.25
2012,"Hunt",244,824,16,113,251,7748,9,12845,15,87702,306,313,75,428,0.175
2012,"Hutchinson",69,326,16,8,65,1528,7,3254,15,21976,76,76,13,87,0.149
2012,"Irion",4,5,NA,NA,5,58,4,307,20,1562,1,1,0,3,0
2012,"Jack",17,82,0,8,17,990,11,1398,16,8990,61,64,16,73,0.219
2012,"Jackson",29,121,NA,NA,3,1001,7,2427,17,14406,8,8,2,28,0.071
2012,"Jasper",111,446,5,12,42,3408,10,6192,17,35708,165,174,48,267,0.18
2012,"Jeff Davis",NA,5,NA,NA,NA,309,14,584,26,2255,3,3,1,8,0.125
2012,"Jefferson",661,2522,46,156,403,20221,8,32600,13,253540,758,787,234,1381,0.169
2012,"Jim Hogg",45,69,10,5,25,508,10,848,16,5248,14,14,3,28,0.107
2012,"Jim Wells",175,540,5,63,131,4570,11,5668,14,41253,103,105,25,194,0.129
2012,"Johnson",691,1591,35,115,396,9717,6,19108,12,154957,252,258,74,426,0.174
2012,"Jones",36,127,0,2,11,2245,11,2828,14,20070,90,97,29,127,0.228
2012,"Karnes",51,138,5,6,42,1906,13,2122,14,14873,14,14,8,51,0.157
2012,"Kaufman",220,858,9,49,136,7323,7,11876,11,107309,230,231,44,332,0.133
2012,"Kendall",64,149,7,6,51,1909,5,6350,18,35529,22,22,3,79,0.038
2012,"Kenedy",NA,1,NA,NA,NA,0,0,77,18,428,NA,NA,NA,NA,NA
2012,"Kent",6,4,0,4,4,54,7,220,27,802,2,2,0,4,0
2012,"Kerr",190,458,11,33,207,3755,8,12628,25,50065,123,124,37,303,0.122
2012,"Kimble",10,65,3,5,17,441,10,1111,24,4539,36,39,5,41,0.122
2012,"King",NA,1,NA,NA,NA,37,13,41,14,286,NA,NA,NA,NA,NA
2012,"Kinney",NA,9,0,3,5,317,9,880,25,3539,6,6,0,12,0
2012,"Kleberg",82,273,3,16,85,2365,7,3868,12,31731,75,75,11,116,0.095
2012,"Knox",5,32,0,4,10,341,9,812,22,3741,22,22,9,27,0.333
2012,"La Salle",29,65,1,11,27,1072,15,1001,14,7144,7,7,4,17,0.235
2012,"Lamar",128,533,8,39,118,4877,10,8713,17,49856,180,189,59,327,0.18
2012,"Lamb",51,146,0,5,33,750,5,2281,17,13723,88,89,22,103,0.214
2012,"Lampasas",59,209,7,23,70,1578,8,3341,17,19910,43,44,8,80,0.1
2012,"Lavaca",42,127,4,12,27,1394,7,4153,21,19441,19,19,8,58,0.138
2012,"Lee",61,101,4,12,71,1065,6,2772,16,16801,26,26,8,62,0.129
2012,"Leon",62,178,0,12,29,1346,8,3747,22,16938,47,47,5,63,0.079
2012,"Liberty",303,762,20,103,275,9057,12,9314,12,77429,205,211,60,312,0.192
2012,"Limestone",46,226,3,17,59,2172,9,3911,17,23401,42,45,12,99,0.121
2012,"Lipscomb",11,37,0,2,8,172,5,513,15,3363,2,2,0,2,0
2012,"Live Oak",77,84,8,7,29,1087,9,2309,20,11583,12,12,5,34,0.147
2012,"Llano",50,150,0,28,57,1610,8,6205,32,19321,62,68,16,98,0.163
2012,"Loving",NA,NA,NA,NA,NA,3,4,19,23,84,NA,NA,NA,NA,NA
2012,"Lubbock",1328,3039,61,215,899,21485,8,32540,11,285467,1768,2051,540,2093,0.258
2012,"Lynn",17,49,0,1,8,471,8,933,16,5796,34,34,7,43,0.163
2012,"Madison",41,101,0,20,46,762,6,1970,14,13781,33,33,8,59,0.136
2012,"Marion",25,205,4,5,23,1368,13,2373,23,10504,81,85,13,99,0.131
2012,"Martin",10,21,0,1,2,426,9,657,13,5003,5,5,2,24,0.083
2012,"Mason",9,15,NA,NA,5,268,7,1045,26,3973,18,18,0,21,0
2012,"Matagorda",92,339,4,18,52,3101,8,5438,15,36778,89,91,15,130,0.115
2012,"Maverick",39,269,0,10,29,4226,8,6152,11,55377,57,58,23,158,0.146
2012,"McCulloch",44,109,4,7,20,656,8,1753,21,8328,62,68,11,77,0.143
2012,"McLennan",698,2616,26,131,515,16229,7,30463,13,238430,275,279,143,954,0.15
2012,"McMullen",9,2,0,2,3,104,14,202,28,722,1,1,1,2,0.5
2012,"Medina",146,338,18,48,215,3810,8,6732,14,46886,22,22,22,124,0.177
2012,"Menard",15,19,0,4,12,271,12,618,28,2217,23,23,1,19,0.053
2012,"Midland",366,1054,13,60,220,10162,7,15296,11,144819,144,148,54,359,0.15
2012,"Milam",107,252,13,28,101,2794,11,4521,18,24668,54,54,19,103,0.184
2012,"Mills",7,30,0,4,9,228,5,1187,24,4896,6,6,3,14,0.214
2012,"Mitchell",59,101,1,6,16,1041,11,1327,14,9493,25,29,9,49,0.184
2012,"Montague",74,185,16,14,116,1627,8,4030,21,19597,123,133,47,187,0.251
2012,"Montgomery",794,3287,47,271,870,27082,6,53857,11,483845,578,586,149,1172,0.127
2012,"Moore",93,177,5,13,44,1187,5,2149,10,21819,28,28,5,42,0.119
2012,"Morris",24,174,0,4,16,1717,13,2564,20,12835,38,39,12,81,0.148
2012,"Motley",6,2,NA,NA,2,98,8,346,29,1204,16,17,3,20,0.15
2012,"Nacogdoches",181,467,8,59,201,5269,8,8076,13,64067,245,251,30,246,0.122
2012,"Navarro",116,362,9,28,107,4483,9,7265,15,47806,155,159,33,228,0.145
2012,"Newton",39,116,1,12,27,1263,9,2445,17,14259,60,65,18,84,0.214
2012,"Nolan",147,188,17,34,82,1242,8,2577,17,15261,80,86,26,144,0.181
2012,"None Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,7,0.286
2012,"Nueces",1107,3990,76,135,681,33456,10,43258,12,348369,1154,1175,269,1673,0.161
2012,"Ochiltree",32,85,0,6,15,465,4,1084,10,10408,5,5,2,11,0.182
2012,"Oldham",NA,6,0,1,2,209,10,292,14,2087,5,5,2,10,0.2
2012,"Orange",435,1180,13,66,217,8859,11,12176,15,82680,160,163,91,417,0.218
2012,"Out of State",16,41,0,8,2,NA,NA,NA,NA,NA,31,31,2,34,0.059
2012,"Palo Pinto",176,449,7,46,112,2304,8,4847,17,28036,82,84,21,142,0.148
2012,"Panola",47,205,5,6,32,2564,11,3922,16,23967,54,55,13,97,0.134
2012,"Parker",267,1216,6,39,98,8852,7,16016,13,120311,135,136,31,261,0.119
2012,"Parmer",19,53,NA,NA,4,433,4,1232,12,10023,10,11,4,15,0.267
2012,"Pecos",48,82,9,7,34,847,5,1922,12,15743,50,52,9,65,0.138
2012,"Polk",141,512,9,36,117,6353,14,8704,19,46009,220,225,48,331,0.145
2012,"Potter",666,1956,26,79,372,7923,7,13844,11,121542,466,478,142,692,0.205
2012,"Presidio",15,25,0,10,14,852,12,1392,19,7331,9,9,1,29,0.034
2012,"Rains",15,73,0,6,20,1040,9,2370,22,11001,29,30,9,51,0.176
2012,"Randall",363,969,17,118,466,5912,5,16102,13,123484,191,195,60,321,0.187
2012,"Reagan",2,25,0,1,4,131,4,400,11,3493,5,5,0,7,0
2012,"Real",13,25,0,1,9,151,5,929,28,3320,4,4,3,13,0.231
2012,"Red River",30,108,0,11,34,1554,12,2833,22,12827,63,65,14,98,0.143
2012,"Reeves",26,91,NA,NA,8,1318,9,1738,12,14117,38,38,12,65,0.185
2012,"Refugio",18,76,0,2,6,816,11,1530,21,7390,18,18,1,22,0.045
2012,"Roberts",3,NA,NA,NA,NA,48,5,168,18,932,NA,NA,NA,NA,NA
2012,"Robertson",68,177,6,12,40,1508,9,2905,17,16641,34,34,13,77,0.169
2012,"Rockwall",77,318,3,13,48,3142,4,8596,10,82800,57,57,16,125,0.128
2012,"Runnels",15,74,0,7,36,505,5,2154,20,10568,56,63,17,79,0.215
2012,"Rusk",144,443,19,25,108,4187,8,7817,15,53206,94,97,23,194,0.119
2012,"Sabine",21,85,0,3,11,1092,10,2988,28,10651,77,82,23,85,0.271
2012,"San Augustine",15,53,3,3,7,1260,14,2137,24,8755,77,87,17,98,0.173
2012,"San Jacinto",79,322,0,33,82,2200,8,4958,18,26822,186,198,43,244,0.176
2012,"San Patricio",312,749,14,48,111,5995,9,9007,14,65965,195,198,57,304,0.188
2012,"San Saba",13,66,0,3,14,671,11,1244,21,6023,14,15,3,24,0.125
2012,"Schleicher",11,11,0,3,5,176,5,488,15,3361,19,20,3,18,0.167
2012,"Scurry",69,191,5,4,28,1141,7,2442,14,17171,42,44,13,75,0.173
2012,"Shackelford",4,14,NA,NA,NA,224,7,597,18,3350,12,12,1,15,0.067
2012,"Shelby",77,202,1,37,73,2804,11,4077,16,25470,175,182,44,195,0.226
2012,"Sherman",1,16,NA,NA,1,171,6,447,15,3047,1,1,0,2,0
2012,"Smith",493,2047,64,167,463,14283,7,31566,15,214859,654,682,170,989,0.172
2012,"Somervell",28,64,0,3,12,626,7,1365,16,8601,14,14,1,18,0.056
2012,"Starr",216,411,28,30,132,6273,10,6672,11,61813,76,76,18,171,0.105
2012,"Stephens",25,125,2,0,8,730,8,1769,18,9584,59,63,20,97,0.206
2012,"Sterling",3,7,NA,NA,NA,52,4,213,18,1166,1,1,0,2,0
2012,"Stonewall",4,8,NA,NA,NA,62,4,384,26,1486,8,9,1,10,0.1
2012,"Sutton",7,14,1,2,6,128,3,650,16,4134,14,16,4,15,0.267
2012,"Swisher",34,78,NA,NA,24,522,7,1350,18,7708,19,19,4,36,0.111
2012,"Tarrant",5598,16075,132,655,2140,105200,6,177872,9,1874438,1823,1847,571,4288,0.133
2012,"Taylor",707,1258,53,77,331,10525,8,17919,13,133187,673,722,196,1099,0.178
2012,"Terrell",2,9,NA,NA,NA,55,6,231,23,990,NA,NA,0,3,0
2012,"Terry",73,169,0,20,70,1183,9,1861,15,12716,112,116,19,133,0.143
2012,"Throckmorton",4,12,NA,NA,1,127,8,402,25,1598,7,7,2,8,0.25
2012,"Titus",89,270,5,19,61,3201,10,3964,12,32491,53,54,13,106,0.123
2012,"Tom Green",427,1169,46,123,557,7868,7,15947,14,112365,836,908,263,1092,0.241
2012,"Travis",3045,10166,176,471,1584,54813,5,82871,8,1076898,1366,1400,526,2963,0.178
2012,"Trinity",78,163,8,28,60,1619,11,3387,23,14513,159,173,42,155,0.271
2012,"Tyler",48,248,3,4,21,2385,11,4289,20,21650,102,107,19,116,0.164
2012,"Unknown",NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Upshur",91,449,1,20,53,4459,11,6521,16,39734,72,74,23,154,0.149
2012,"Upton",10,23,2,0,9,266,8,543,16,3460,9,10,3,18,0.167
2012,"Uvalde",80,330,3,33,105,2142,8,4099,15,26611,33,33,20,105,0.19
2012,"Val Verde",61,319,4,17,46,2398,5,6323,13,48808,95,95,37,225,0.164
2012,"Van Zandt",170,516,8,35,160,5212,10,10017,19,53121,142,145,48,259,0.185
2012,"Victoria",346,1032,11,75,227,7488,8,12374,14,88690,143,143,42,334,0.126
2012,"Walker",85,346,4,45,92,4143,6,7493,11,68915,98,99,20,155,0.129
2012,"Waller",45,289,8,15,84,2825,6,4863,11,44519,37,37,16,110,0.145
2012,"Ward",29,104,1,0,8,911,8,1598,14,11094,36,37,8,54,0.148
2012,"Washington",68,213,9,19,51,2281,7,6459,19,33927,71,71,27,136,0.199
2012,"Webb",903,1942,108,249,709,16790,7,20849,8,255096,307,308,87,589,0.148
2012,"Wharton",78,308,0,10,69,2765,7,6222,15,41444,100,108,16,149,0.107
2012,"Wheeler",15,50,1,6,14,260,5,1051,19,5482,7,7,1,20,0.05
2012,"Wichita",541,1205,30,70,298,9804,7,17839,14,131488,863,956,313,1272,0.246
2012,"Wilbarger",38,133,2,15,29,1297,10,2196,16,13381,81,86,29,137,0.212
2012,"Willacy",151,295,8,12,56,2001,9,2694,12,22149,64,64,17,115,0.148
2012,"Williamson",700,2413,60,79,504,23596,5,43686,10,452627,399,404,125,709,0.176
2012,"Wilson",84,235,3,46,88,3526,8,6073,14,44597,21,22,7,85,0.082
2012,"Winkler",16,76,1,3,7,631,8,902,12,7448,16,16,5,31,0.161
2012,"Wise",159,572,7,36,119,4917,8,8126,13,60447,73,73,18,140,0.129
2012,"Wood",122,349,9,59,132,4370,10,10726,25,42643,121,123,22,217,0.101
2012,"Yoakum",16,59,0,3,10,610,8,964,12,8077,19,21,3,16,0.188
2012,"Young",44,228,4,2,53,1550,8,3535,19,18533,142,156,47,202,0.233
2012,"Zapata",70,124,4,11,54,1337,9,1562,11,14124,25,25,8,43,0.186
2012,"Zavala",42,143,5,8,52,1285,11,1469,12,11864,4,4,7,37,0.189
2013,"Anderson",174,426,16,16,118,4348,7,7789,13,58453,148,157,28,222,0.126
2013,"Andrews",85,123,9,7,47,871,5,1755,11,16556,7,7,4,24,0.167
2013,"Angelina",281,847,15,23,111,8761,10,12746,14,88085,211,218,61,407,0.15
2013,"Aransas",107,233,8,24,100,2676,11,6283,26,24407,76,76,23,126,0.183
2013,"Archer",9,53,3,2,7,586,7,1523,17,8794,26,30,12,43,0.279
2013,"Armstrong",3,21,0,2,7,140,7,455,24,1919,NA,NA,0,5,0
2013,"Atascosa",266,353,19,89,254,2834,6,6395,14,46746,70,72,22,154,0.143
2013,"Austin",71,148,8,7,31,1822,6,4956,17,29004,41,42,18,71,0.254
2013,"Bailey",20,52,0,5,25,368,5,1020,14,7307,37,42,10,36,0.278
2013,"Bandera",62,128,9,13,65,1592,8,4743,23,20685,29,29,14,79,0.177
2013,"Bastrop",260,628,39,91,268,6301,8,10223,13,77707,111,111,34,242,0.14
2013,"Baylor",16,30,NA,NA,4,275,7,894,24,3674,36,41,10,45,0.222
2013,"Bee",165,316,17,25,135,3359,10,3720,11,32579,76,76,21,138,0.152
2013,"Bell",1100,3943,55,417,1025,26533,8,29856,9,324039,437,445,150,925,0.162
2013,"Bexar",5846,16138,734,1143,5571,137298,8,198789,11,1823167,2986,3033,871,6059,0.144
2013,"Blanco",17,85,2,0,5,915,8,2291,21,10781,5,5,3,14,0.214
2013,"Borden",6,2,1,4,8,46,7,157,24,650,NA,NA,0,2,0
2013,"Bosque",51,129,2,12,43,1375,8,4105,23,18034,10,10,5,50,0.1
2013,"Bowie",252,903,11,93,225,7439,8,14177,15,92576,148,158,41,313,0.131
2013,"Brazoria",522,1711,33,60,269,17134,5,34447,10,331171,293,297,53,504,0.105
2013,"Brazos",402,1131,4,46,196,9515,5,16139,8,203284,184,187,41,328,0.125
2013,"Brewster",21,36,NA,NA,2,950,10,1674,18,9222,20,21,8,35,0.229
2013,"Briscoe",NA,11,NA,NA,2,61,4,402,25,1602,7,7,2,5,0.4
2013,"Brooks",41,170,0,17,33,719,10,1340,19,7219,24,24,5,47,0.106
2013,"Brown",134,366,1,28,136,2215,6,7250,19,38399,161,169,38,254,0.15
2013,"Burleson",24,127,0,16,49,1261,7,3294,19,17362,35,35,12,46,0.261
2013,"Burnet",117,317,7,58,139,4119,9,8946,20,44285,70,71,19,112,0.17
2013,"Caldwell",127,334,6,42,127,3075,8,5130,13,39806,51,51,16,127,0.126
2013,"Calhoun",69,170,4,4,22,1905,9,3531,16,21840,22,22,6,66,0.091
2013,"Callahan",27,126,0,1,15,1149,9,2655,20,13503,33,33,10,57,0.175
2013,"Cameron",1608,3642,62,191,533,25580,6,49327,12,413943,723,727,172,1247,0.138
2013,"Camp",67,132,7,25,60,889,7,2124,17,12660,29,29,7,49,0.143
2013,"Carson",8,55,0,1,6,285,5,1037,17,6036,13,13,1,19,0.053
2013,"Cass",89,313,4,36,78,2753,9,6343,21,30495,65,65,16,125,0.128
2013,"Castro",53,44,10,0,36,316,4,1125,15,7727,18,18,3,25,0.12
2013,"Chambers",53,226,1,18,63,2953,8,4001,11,36973,30,30,7,44,0.159
2013,"Cherokee",145,448,14,37,189,3683,7,8076,16,51282,170,174,42,277,0.152
2013,"Childress",25,62,5,0,18,645,9,1100,16,7060,33,33,6,40,0.15
2013,"Clay",18,65,1,5,12,957,9,2044,20,10456,66,69,15,85,0.176
2013,"Cochran",24,18,4,0,7,267,8,476,15,3142,94,103,21,83,0.253
2013,"Coke",8,43,0,4,10,155,5,871,27,3285,7,10,5,10,0.5
2013,"Coleman",73,88,4,10,37,528,6,2048,23,8762,45,47,10,66,0.152
2013,"Collin",1168,3242,29,177,468,27989,3,76253,9,854441,320,331,102,731,0.14
2013,"Collingsworth",11,22,0,1,5,212,7,569,18,3076,9,9,4,12,0.333
2013,"Colorado",41,152,0,11,25,1236,6,4257,20,20964,37,39,10,59,0.169
2013,"Comal",377,702,27,87,243,8124,7,19941,17,118614,70,71,48,249,0.193
2013,"Comanche",28,122,3,9,35,1058,8,3051,22,13689,37,38,6,65,0.092
2013,"Concho",4,41,NA,NA,6,243,6,645,16,4088,7,7,2,21,0.095
2013,"Cooke",208,437,4,61,130,3154,8,6593,17,38792,63,63,18,107,0.168
2013,"Coryell",282,943,10,88,200,6669,9,6198,8,76245,99,103,29,171,0.17
2013,"Cottle",6,14,NA,NA,NA,118,8,388,26,1496,5,5,2,13,0.154
2013,"Crane",5,18,0,5,5,177,4,584,12,4831,6,6,2,10,0.2
2013,"Crockett",4,27,NA,NA,4,151,4,639,17,3813,12,13,1,22,0.045
2013,"Crosby",37,76,2,5,16,516,8,1140,19,6134,29,34,8,42,0.19
2013,"Culberson",3,11,6,0,6,298,13,422,18,2348,6,7,4,18,0.222
2013,"Dallam",29,83,NA,NA,12,585,9,630,9,6821,4,4,0,8,0
