"Fiscal.Year","County","CPS_confirmed_victim","CPS_unconfirmed_victim","CPS_family_preservation_removals","CPS_investigation_removals","Children.in.DFPS.Responsibility","Adult_disabled_18_64_pop","Adult_disabled_18_64_perc","Adult_65_over_pop","Adult_65_over_perc","APS_total_county_pop","APS_clients","APS_service_stages","APS_alleged_victims_in_repeat_invest","APS_alleged_victims_in_initial_invest","APS_recidivism"
2018,"Brewster",19,56,0,3,8,960,10,1908,21,9192,28,28,20,88,0.227
2018,"Briscoe",2,10,NA,NA,1,47,3,437,28,1576,2,2,0,1,0
2018,"Brooks",31,164,0,5,15,651,9,1436,20,7187,18,18,8,49,0.163
2018,"Brown",191,480,35,71,295,2482,6,8255,21,38827,131,133,72,337,0.214
2018,"Burleson",53,177,0,45,77,1122,6,3711,21,17589,38,38,12,97,0.124
2018,"Burnet",179,398,13,95,250,3928,8,10562,22,47080,49,49,32,175,0.183
2018,"Caldwell",153,476,12,57,151,2997,7,6297,15,42953,35,35,43,194,0.222
2018,"Calhoun",75,231,3,2,55,2058,9,3962,18,22570,47,49,8,76,0.105
2018,"Callahan",70,185,7,15,34,1068,8,2936,22,13437,46,46,20,106,0.189
2018,"Cameron",1051,4024,169,165,729,23120,5,57610,14,424462,529,530,264,1546,0.171
2018,"Camp",68,137,7,21,56,897,7,2386,18,13145,34,35,13,69,0.188
2018,"Carson",20,66,0,10,23,271,5,1049,18,5848,10,10,3,32,0.094
2018,"Cass",69,275,5,19,57,2584,9,6998,23,30399,63,64,12,155,0.077
2018,"Castro",8,42,0,1,11,336,5,1196,16,7275,8,8,5,18,0.278
2018,"Chambers",77,234,0,20,68,2271,6,5011,12,40629,51,51,17,80,0.213
2018,"Cherokee",202,531,9,96,247,3322,6,8875,17,51985,149,150,33,295,0.112
2018,"Childress",21,40,1,7,27,478,7,1168,17,7078,18,18,3,36,0.083
2018,"Clay",35,122,2,14,23,856,9,2247,23,9984,54,54,16,90,0.178
2018,"Cochran",9,16,NA,NA,4,229,7,545,17,3279,37,37,9,55,0.164
2018,"Coke",11,46,3,4,15,174,5,897,28,3236,13,13,2,26,0.077
2018,"Coleman",56,75,8,16,57,608,7,2123,25,8569,28,29,12,66,0.182
2018,"Collin",1340,3642,32,229,615,32242,3,107617,11,983202,193,193,145,1225,0.118
2018,"Collingsworth",10,50,0,4,7,179,6,619,20,3172,4,4,5,11,0.455
2018,"Colorado",33,160,0,9,20,1296,6,4712,22,21199,50,50,21,84,0.25
2018,"Comal",378,1174,26,103,414,9835,7,25612,19,138302,172,174,56,400,0.14
2018,"Comanche",42,145,4,21,50,951,7,3245,24,13260,38,39,14,79,0.177
2018,"Concho",4,23,0,2,5,139,3,774,19,4132,10,10,4,25,0.16
2018,"Cooke",312,403,10,77,223,2795,7,7528,19,39470,68,69,6,129,0.047
2018,"Coryell",390,887,13,136,283,8756,11,6904,9,77622,84,84,39,266,0.147
2018,"Cottle",3,5,1,0,1,131,9,440,29,1512,6,6,3,13,0.231
2018,"Crane",3,19,NA,NA,7,255,4,758,13,5783,11,11,2,17,0.118
2018,"Crockett",12,13,2,8,23,188,5,799,20,3982,6,6,1,17,0.059
2018,"Crosby",21,76,3,6,30,579,9,1338,21,6363,24,24,17,52,0.327
2018,"Culberson",6,21,NA,NA,5,318,14,527,23,2275,10,10,2,25,0.08
2018,"Dallam",28,74,0,14,31,545,8,681,10,7112,15,16,10,28,0.357
2018,"Dallas",7174,17235,154,1918,4735,133813,5,276730,10,2660715,1481,1496,1003,7150,0.14
2018,"Dawson",39,166,6,15,45,1471,11,2059,15,13629,48,51,13,103,0.126
2018,"Deaf Smith",45,167,4,18,61,863,5,2256,12,18352,35,35,8,68,0.118
2018,"Delta",14,35,0,5,13,522,10,1300,24,5355,9,9,1,25,0.04
2018,"Denton",1337,4113,49,381,867,34589,4,85275,10,844707,520,523,144,1151,0.125
2018,"DeWitt",51,209,1,7,55,1622,8,4334,20,21374,25,25,4,64,0.063
2018,"Dickens",7,12,2,1,5,271,12,555,25,2204,17,18,2,27,0.074
2018,"Dimmit",61,149,6,6,52,1362,12,1778,16,11335,14,14,5,42,0.119
2018,"Donley",10,32,0,2,18,186,5,844,24,3461,12,12,8,25,0.32
2018,"Duval",47,145,4,19,39,1587,13,2212,19,11814,19,19,6,59,0.102
2018,"Eastland",61,201,5,14,58,2248,12,4147,23,18307,52,53,28,147,0.19
2018,"Ector",310,1513,57,104,354,11379,7,17328,10,173797,161,162,59,552,0.107
2018,"Edwards",3,35,0,1,2,259,13,584,29,2012,3,3,0,8,0
2018,"El Paso",1639,5623,78,178,614,60386,7,108525,13,861806,860,863,467,3417,0.137
2018,"Ellis",320,1203,20,39,121,9874,6,22787,13,171816,34,34,51,395,0.129
2018,"Erath",150,273,1,17,52,2327,6,6002,15,40662,18,18,16,135,0.119
2018,"Falls",64,147,5,24,61,1913,11,3141,19,16835,69,71,22,112,0.196
2018,"Fannin",124,311,7,28,128,2611,8,7063,20,34459,72,73,19,160,0.119
2018,"Fayette",36,152,2,26,54,1709,7,6344,25,25722,13,13,12,78,0.154
2018,"Fisher",18,36,0,3,16,263,7,1005,25,3985,10,10,2,27,0.074
2018,"Floyd",26,67,6,1,20,292,5,1257,21,5886,24,25,6,38,0.158
2018,"Foard",5,9,0,4,4,89,7,361,29,1248,11,11,4,19,0.211
2018,"Fort Bend",631,3456,23,80,305,29108,4,88860,11,781965,438,443,209,1287,0.162
2018,"Franklin",31,66,0,8,22,841,8,2193,20,10847,25,26,13,47,0.277
2018,"Freestone",39,123,0,26,54,1915,10,3827,19,19872,36,36,7,95,0.074
2018,"Frio",97,220,2,17,105,1748,9,2585,13,19421,14,14,7,63,0.111
2018,"Gaines",56,110,5,22,54,1145,5,2201,10,21130,26,29,14,58,0.241
2018,"Galveston",712,2612,40,149,442,23816,7,48481,14,341737,473,478,150,1188,0.126
2018,"Garza",13,46,0,3,4,579,9,784,12,6725,32,32,14,58,0.241
2018,"Gillespie",58,154,3,2,25,1070,4,7549,29,25848,63,63,13,108,0.12
2018,"Glasscock",1,3,NA,NA,NA,13,1,282,21,1336,NA,NA,0,2,0
2018,"Goliad",15,69,2,0,9,515,7,1917,25,7622,17,17,5,24,0.208
2018,"Gonzales",32,222,7,11,34,1723,8,3681,17,21075,13,13,14,105,0.133
2018,"Gray",90,260,1,23,96,2384,10,3704,16,23830,62,63,21,149,0.141
2018,"Grayson",509,1262,22,103,358,11261,9,23497,18,129610,307,311,104,681,0.153
2018,"Gregg",553,1063,73,212,553,8709,7,19101,15,125113,92,93,54,488,0.111
2018,"Grimes",64,231,4,25,59,1609,6,5143,18,28476,45,45,27,141,0.191
2018,"Guadalupe",237,1476,29,49,241,10196,6,22618,14,161541,161,165,60,441,0.136
2018,"Hale",140,301,8,24,92,1790,5,4600,14,33824,99,100,38,205,0.185
2018,"Hall",11,22,0,9,22,252,8,809,24,3311,5,5,2,11,0.182
2018,"Hamilton",23,73,1,8,18,924,11,2040,25,8254,12,12,7,49,0.143
2018,"Hansford",2,26,NA,NA,4,304,5,922,16,5780,9,9,0,10,0
2018,"Hardeman",9,48,0,6,8,536,14,762,20,3899,25,25,4,35,0.114
2018,"Hardin",147,359,15,62,110,4505,8,9620,17,56216,67,68,19,191,0.099
2018,"Harris",6961,32327,352,1280,5670,232512,5,482565,10,4796533,5379,5431,1922,12726,0.151
2018,"Harrison",174,489,12,61,183,3704,5,11171,16,67764,55,55,22,271,0.081
2018,"Hartley",2,16,0,2,2,322,5,908,15,6041,4,4,0,5,0
2018,"Haskell",28,53,1,15,24,756,12,1348,22,6107,17,18,7,45,0.156
2018,"Hays",455,1366,52,177,410,9956,5,26467,12,216516,75,78,69,409,0.169
2018,"Hemphill",3,17,NA,NA,3,366,8,623,14,4426,5,5,1,7,0.143
2018,"Henderson",351,856,24,121,381,6265,8,18048,22,80755,255,262,80,516,0.155
2018,"Hidalgo",1603,7697,251,218,1116,53930,6,95656,11,851285,916,921,393,2575,0.153
2018,"Hill",140,431,5,69,157,2906,8,7519,21,35617,60,60,30,208,0.144
2018,"Hockley",99,227,11,33,119,1888,8,3639,15,24257,73,79,31,132,0.235
2018,"Hood",297,600,8,65,154,2713,5,14391,25,57119,30,30,35,249,0.141
2018,"Hopkins",63,318,6,24,93,3115,8,7123,19,36710,77,81,17,151,0.113
2018,"Houston",69,173,12,32,117,1628,7,4826,21,22832,90,90,22,119,0.185
2018,"Howard",118,328,6,35,116,4000,10,4887,12,39836,85,88,27,187,0.144
2018,"Hudspeth",10,25,NA,NA,3,497,15,715,21,3398,6,6,2,18,0.111
2018,"Hunt",317,853,37,129,348,7749,8,15579,17,93305,131,132,64,432,0.148
2018,"Hutchinson",91,188,3,14,76,2129,10,3548,16,21563,71,71,12,95,0.126
2018,"Irion",NA,3,NA,NA,1,77,5,380,25,1518,2,2,0,4,0
2018,"Jack",46,64,0,10,33,828,9,1524,17,8866,36,37,11,58,0.19
2018,"Jackson",32,98,3,5,29,1443,9,2797,18,15520,37,37,8,52,0.154
2018,"Jasper",114,269,16,58,198,2974,8,7042,20,35649,83,84,37,227,0.163
2018,"Jeff Davis",NA,7,2,0,2,135,6,734,34,2151,2,2,0,5,0
2018,"Jefferson",601,1984,30,149,435,18783,7,36607,14,257363,642,648,209,1431,0.146
2018,"Jim Hogg",11,63,9,3,18,517,10,899,18,5122,7,7,5,26,0.192
2018,"Jim Wells",141,593,32,31,161,3010,7,6637,16,42509,86,86,39,229,0.17
2018,"Johnson",561,1673,12,100,384,8716,5,24717,15,167450,92,92,74,542,0.137
2018,"Jones",122,198,15,30,73,2752,14,3070,16,19790,35,36,20,143,0.14
2018,"Karnes",60,202,1,14,74,1060,7,2389,16,15238,22,22,1,61,0.016
2018,"Kaufman",322,941,9,41,163,8232,7,16446,14,120400,110,111,55,343,0.16
2018,"Kendall",48,201,0,5,23,2487,6,8886,21,43173,55,55,27,128,0.211
2018,"Kenedy",NA,5,NA,NA,NA,32,7,104,22,464,1,1,0,1,0
2018,"Kent",3,8,NA,NA,NA,103,13,242,31,791,NA,NA,0,3,0
2018,"Kerr",199,560,15,25,95,4286,8,13918,27,51716,200,202,64,352,0.182
2018,"Kimble",21,54,1,16,31,362,8,1261,29,4387,19,19,3,43,0.07
2018,"King",NA,NA,NA,NA,NA,17,6,61,20,303,NA,NA,NA,NA,NA
2018,"Kinney",9,19,0,1,3,373,11,846,24,3467,6,6,4,17,0.235
2018,"Kleberg",107,333,12,41,107,2313,7,4314,14,31028,52,52,19,127,0.15
2018,"Knox",10,40,0,2,3,343,9,861,22,3888,14,14,11,19,0.579
2018,"La Salle",34,84,0,1,9,792,10,1316,16,8000,8,8,1,21,0.048
2018,"Lamar",172,470,10,74,196,3987,8,10024,20,50031,130,134,30,247,0.121
2018,"Lamb",28,128,0,20,39,1032,8,2406,18,13018,77,82,24,114,0.211
2018,"Lampasas",77,186,0,27,75,1985,10,4242,20,20727,27,28,17,93,0.183
2018,"Lavaca",32,157,6,2,25,1290,6,4476,22,20324,18,18,7,70,0.1
2018,"Lee",23,165,4,17,43,966,6,3268,19,17407,14,14,20,72,0.278
2018,"Leon",23,130,2,11,29,1497,9,4184,24,17504,23,23,6,77,0.078
2018,"Liberty",247,858,33,42,264,7758,9,12138,15,83276,202,207,59,331,0.178
2018,"Limestone",33,188,2,17,38,1908,8,4509,19,23556,43,43,10,103,0.097
2018,"Lipscomb",5,30,NA,NA,1,235,7,675,19,3573,6,6,1,13,0.077
2018,"Live Oak",28,81,2,8,31,1111,9,2551,21,11912,32,32,16,58,0.276
2018,"Llano",76,179,6,50,112,1996,10,6623,34,19408,24,24,23,129,0.178
2018,"Loving",NA,4,NA,NA,NA,10,11,28,31,90,NA,NA,0,4,0
2018,"Lubbock",1126,2615,77,390,1291,22925,7,40021,13,308208,1081,1131,567,2227,0.255
2018,"Lynn",5,38,NA,NA,6,636,11,996,18,5642,33,38,11,50,0.22
2018,"Madison",20,70,0,8,15,1264,9,2235,16,14312,13,13,6,54,0.111
2018,"Marion",33,109,3,13,38,968,9,2597,25,10389,15,15,9,73,0.123
2018,"Martin",7,45,0,1,6,208,4,859,15,5757,4,4,3,23,0.13
2018,"Mason",9,42,0,8,15,231,6,1176,30,3904,5,5,1,16,0.063
2018,"Matagorda",92,440,15,39,100,2974,8,6296,17,37045,48,49,22,162,0.136
2018,"Maverick",49,290,7,3,23,4773,8,7563,13,58820,41,42,16,133,0.12
2018,"McCulloch",31,121,4,15,37,752,9,2041,24,8576,49,50,20,61,0.328
2018,"McLennan",878,3000,61,357,1016,16696,7,36022,14,249470,347,349,180,1208,0.149
2018,"McMullen",NA,11,NA,NA,NA,76,10,253,33,766,1,1,0,1,0
2018,"Medina",155,495,21,43,139,3926,8,8337,17,49615,71,73,36,206,0.175
2018,"Menard",6,24,3,1,14,182,8,693,32,2187,8,8,2,10,0.2
2018,"Midland",211,1322,15,59,184,8622,5,17022,10,175090,135,136,52,416,0.125
2018,"Milam",72,241,9,53,149,2167,9,5225,21,24662,31,31,10,119,0.084
2018,"Mills",12,30,0,7,12,522,11,1341,27,4885,8,8,1,11,0.091
2018,"Mitchell",59,113,0,23,32,663,7,1630,17,9764,17,17,9,44,0.205
2018,"Montague",139,208,1,25,89,1755,9,4345,23,19298,100,103,37,201,0.184
2018,"Montgomery",1057,4171,52,293,804,28760,5,77812,13,578410,628,636,225,1390,0.162
2018,"Moore",60,173,0,12,47,962,4,2436,11,21660,56,56,4,67,0.06
2018,"Morris",66,83,11,29,51,1110,9,2866,23,12551,24,24,13,93,0.14
2018,"Motley",3,12,0,2,3,83,7,396,34,1177,11,11,1,14,0.071
2018,"Nacogdoches",151,440,6,87,224,6082,10,9916,16,63839,246,251,53,268,0.198
2018,"Navarro",112,437,6,15,91,4034,8,8625,18,47962,50,50,18,211,0.085
2018,"Newton",19,47,0,16,34,1550,11,2734,20,13847,30,31,17,79,0.215
2018,"Nolan",125,300,1,37,74,1472,9,2815,18,15524,56,57,19,116,0.164
2018,"None Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
2018,"Nueces",1271,3360,120,231,864,26049,7,51790,14,374431,688,691,360,1966,0.183
2018,"Ochiltree",22,57,1,14,27,538,5,1241,11,11073,19,19,2,28,0.071
2018,"Oldham",8,8,0,9,9,99,5,412,19,2177,1,1,0,1,0
2018,"Orange",280,692,11,112,267,7330,9,14849,17,85320,171,172,71,418,0.17
2018,"Out of State",12,25,0,4,NA,NA,NA,NA,NA,NA,19,19,7,31,0.226
2018,"Palo Pinto",206,349,14,40,193,2550,9,5500,20,27931,24,25,25,170,0.147
2018,"Panola",72,186,7,16,71,1802,7,4623,19,24471,40,40,16,96,0.167
2018,"Parker",459,957,24,68,230,8082,6,22329,17,131578,50,51,71,428,0.166
2018,"Parmer",18,63,3,2,15,622,7,1335,14,9387,9,9,0,16,0
2018,"Pecos",22,109,4,18,35,895,5,2220,14,16397,43,44,11,77,0.143
2018,"Polk",121,487,6,40,117,5568,12,9477,20,48283,156,158,73,353,0.207
2018,"Potter",714,1584,9,194,591,7860,6,16557,14,122573,450,456,176,885,0.199
2018,"Presidio",2,28,0,2,2,472,8,1399,23,6206,23,23,5,46,0.109
2018,"Rains",25,122,0,7,38,907,8,2756,24,11281,34,34,5,60,0.083
2018,"Randall",342,872,16,118,396,7175,5,20346,15,134004,204,205,68,460,0.148
2018,"Reagan",8,21,3,4,14,138,3,547,14,4017,5,5,0,12,0
2018,"Real",10,34,1,0,18,267,8,1078,32,3392,10,10,1,22,0.045
2018,"Red River",30,108,4,10,29,1078,9,3081,24,12673,24,26,5,42,0.119
2018,"Reeves",12,68,0,10,16,762,5,1987,13,15287,18,18,5,45,0.111
2018,"Refugio",15,53,4,6,16,773,10,1773,23,7554,19,19,8,22,0.364
2018,"Roberts",NA,3,NA,NA,NA,61,6,226,23,976,NA,NA,NA,NA,NA
2018,"Robertson",45,191,6,23,48,1300,8,3267,19,16823,37,37,17,86,0.198
2018,"Rockwall",154,454,8,45,90,4245,4,12778,13,97062,35,36,26,172,0.151
2018,"Runnels",41,120,5,9,37,614,6,2454,23,10890,34,35,12,72,0.167
2018,"Rusk",162,425,11,58,157,4074,8,8929,17,52892,92,92,23,216,0.106
2018,"Sabine",21,74,0,10,37,1275,13,3014,30,10116,31,32,13,69,0.188
2018,"San Augustine",19,55,0,13,20,1046,12,2318,27,8498,43,44,16,90,0.178
2018,"San Jacinto",61,288,2,24,63,3235,11,6084,21,28348,110,111,18,189,0.095
2018,"San Patricio",230,750,27,44,181,4747,7,10909,16,69908,134,134,55,337,0.163
2018,"San Saba",20,60,0,13,25,413,7,1401,24,5901,8,8,2,28,0.071
2018,"Schleicher",2,17,1,0,11,149,5,635,19,3292,5,6,1,16,0.063
2018,"Scurry",88,265,8,20,50,1309,7,2655,15,18045,36,36,22,96,0.229
2018,"Shackelford",15,35,0,6,9,301,9,672,20,3387,6,6,4,17,0.235
2018,"Shelby",71,304,6,33,73,2429,9,4475,17,25580,134,138,27,162,0.167
2018,"Sherman",2,12,0,1,7,242,8,540,17,3211,6,6,2,9,0.222
2018,"Smith",519,1504,28,176,470,15360,7,37617,16,230250,497,505,153,969,0.158
2018,"Somervell",47,62,4,8,25,368,4,1904,21,9101,2,2,4,29,0.138
2018,"Starr",127,441,23,26,114,5816,9,7868,12,64118,84,86,30,218,0.138
2018,"Stephens",25,136,2,2,18,963,10,1959,20,9567,24,24,10,88,0.114
2018,"Sterling",2,11,NA,NA,NA,129,11,287,23,1227,NA,NA,0,1,0
2018,"Stonewall",5,19,0,1,2,79,5,459,30,1513,3,3,1,6,0.167
2018,"Sutton",14,25,2,5,23,162,4,857,20,4325,3,3,1,14,0.071
2018,"Swisher",32,83,1,12,27,646,9,1464,20,7486,32,32,8,46,0.174
2018,"Tarrant",5842,15879,156,529,1996,114047,5,238583,12,2074551,1623,1649,971,6315,0.154
2018,"Taylor",912,1970,125,228,790,10861,8,20186,15,137915,550,571,297,1383,0.215
2018,"Terrell",1,9,0,2,2,36,3,316,30,1044,3,3,0,2,0
2018,"Terry",33,154,1,9,32,915,7,2002,15,12961,90,95,17,146,0.116
2018,"Throckmorton",3,5,0,3,1,118,8,414,27,1537,3,3,1,7,0.143
2018,"Titus",74,226,8,28,91,2113,6,4876,15,32896,20,21,14,95,0.147
2018,"Tom Green",273,1223,28,119,445,8098,7,18637,15,120367,529,541,225,1062,0.212
2018,"Travis",2128,7305,198,554,1861,57871,5,117300,9,1238590,571,574,591,3240,0.182
2018,"Trinity",48,140,5,19,55,2006,14,3813,27,14321,59,59,14,106,0.132
2018,"Tyler",86,191,6,37,69,2974,14,4677,22,21396,39,39,11,121,0.091
2018,"Unknown",NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"Upshur",148,336,9,89,219,3662,9,7703,19,41140,67,68,29,193,0.15
2018,"Upton",8,28,2,13,24,123,3,702,18,3853,7,7,2,12,0.167
2018,"Uvalde",91,324,4,16,92,1831,7,4543,16,27541,34,36,11,104,0.106
2018,"Val Verde",118,437,6,20,52,3498,7,7126,15,48408,19,19,18,185,0.097
2018,"Van Zandt",170,464,2,53,185,4981,9,11647,21,54886,112,113,40,249,0.161
2018,"Victoria",264,1028,36,25,192,6706,7,14729,15,95346,208,208,45,341,0.132
2018,"Walker",90,380,5,51,98,2865,4,9501,13,72447,104,104,25,170,0.147
2018,"Waller",90,405,9,30,95,2934,6,6509,13,49136,61,61,16,135,0.119
2018,"Ward",34,124,0,13,30,835,6,1812,14,12880,31,31,14,66,0.212
2018,"Washington",66,176,2,29,57,2086,6,7340,21,34859,35,36,15,119,0.126
2018,"Webb",398,2056,46,82,433,15686,6,25855,10,270758,225,227,72,578,0.125
2018,"Wharton",112,383,8,25,98,2783,7,7283,17,41833,68,69,28,151,0.185
2018,"Wheeler",14,46,0,6,9,379,7,1219,21,5712,13,13,5,21,0.238
2018,"Wichita",504,1898,25,152,412,12364,9,20712,16,132841,808,826,357,1432,0.249
2018,"Wilbarger",43,160,0,12,31,1533,12,2517,19,13130,95,95,22,132,0.167
2018,"Willacy",73,216,8,7,38,1890,9,3054,14,22162,38,38,22,99,0.222
2018,"Williamson",684,2751,54,212,540,28722,5,66786,12,552353,240,242,147,1007,0.146
2018,"Wilson",68,364,3,26,83,2971,6,8402,17,49908,80,80,11,160,0.069
2018,"Winkler",18,59,0,12,21,424,5,1064,12,8754,4,4,3,34,0.088
2018,"Wise",191,546,10,48,147,6006,9,10600,16,64505,70,71,35,235,0.149
2018,"Wood",122,343,4,31,120,4286,10,12192,27,44666,134,136,24,239,0.1
2018,"Yoakum",6,58,NA,NA,7,245,3,1154,13,8899,9,9,1,25,0.04
2018,"Young",61,228,0,18,64,1257,7,4036,22,18667,68,70,24,146,0.164
2018,"Zapata",51,167,1,2,21,1286,9,1842,13,14377,23,23,11,59,0.186
2018,"Zavala",42,201,2,6,24,1605,13,1709,14,12472,10,10,10,50,0.2
2019,"Anderson",237,315,10,94,250,4104,7,8819,15,58248,79,79,27,232,0.116
2019,"Andrews",73,138,4,23,74,973,5,2113,10,21305,14,14,6,31,0.194
2019,"Angelina",208,806,25,64,257,8887,10,14514,16,90151,242,248,64,462,0.139
2019,"Aransas",137,192,14,57,148,2366,9,7439,27,27198,95,95,28,192,0.146
2019,"Archer",14,61,1,8,12,580,7,1711,20,8393,43,45,22,73,0.301
2019,"Armstrong",4,20,NA,NA,1,67,3,574,29,1951,1,1,0,4,0
2019,"Atascosa",247,512,13,63,197,2882,6,7716,15,51048,119,121,35,238,0.147
2019,"Austin",42,178,0,3,11,2308,8,6095,20,30207,25,25,9,84,0.107
2019,"Bailey",23,52,0,18,34,427,6,1097,14,7638,14,15,4,27,0.148
2019,"Bandera",60,177,3,14,49,1926,9,5921,28,21174,70,71,22,108,0.204
2019,"Bastrop",286,829,16,72,232,6989,8,13845,16,84866,144,146,42,355,0.118
2019,"Baylor",14,44,1,2,12,283,8,885,24,3629,30,31,9,47,0.191
2019,"Bee",120,325,13,34,162,3427,10,4259,12,34195,76,77,33,179,0.184
2019,"Bell",1332,3604,79,677,1647,29934,9,36163,10,349441,328,332,215,1465,0.147
2019,"Bexar",5373,16265,645,1057,5341,158433,8,253182,12,2053260,3660,3699,1269,8103,0.157
2019,"Blanco",14,48,0,7,34,1057,9,3033,27,11393,6,6,1,17,0.059
2019,"Borden",NA,7,NA,NA,4,60,9,206,30,681,NA,NA,0,2,0
2019,"Bosque",89,125,2,29,80,1262,7,4504,25,17793,43,43,29,100,0.29
2019,"Bowie",226,858,14,86,182,6586,7,16188,17,92596,137,138,35,330,0.106
2019,"Brazoria",623,1832,26,58,356,19021,5,46217,13,369156,207,210,98,809,0.121
2019,"Brazos",313,1330,7,71,203,10063,4,20929,9,225224,215,215,86,449,0.192
2019,"Brewster",14,45,0,1,5,1089,12,1937,21,9157,49,49,13,74,0.176
2019,"Briscoe",3,18,0,3,3,59,4,442,28,1572,2,2,3,4,0.75
2019,"Brooks",46,127,10,5,24,593,8,1449,20,7178,17,17,2,30,0.067
2019,"Brown",232,360,17,70,264,2010,5,8396,22,38873,131,131,36,251,0.143
2019,"Burleson",64,173,3,29,79,969,5,3803,22,17649,31,31,20,100,0.2
2019,"Burnet",210,340,9,88,231,4055,9,10842,23,47634,69,69,17,172,0.099
2019,"Caldwell",167,461,13,37,135,3170,7,6575,15,43618,86,86,32,177,0.181
2019,"Calhoun",90,137,8,22,52,1795,8,4032,18,22707,59,59,16,95,0.168
2019,"Callahan",48,158,0,3,27,1135,8,3024,22,13454,57,57,20,127,0.157
2019,"Cameron",1016,3555,140,146,692,24707,6,59391,14,426216,727,731,296,1683,0.176
2019,"Camp",46,89,0,25,50,889,7,2447,18,13231,34,35,10,55,0.182
2019,"Carson",16,29,0,12,26,270,5,1065,18,5832,14,14,5,32,0.156
2019,"Cass",109,243,2,28,56,2484,8,7134,23,30365,63,63,20,154,0.13
2019,"Castro",22,30,2,11,17,360,5,1220,17,7190,6,6,1,18,0.056
2019,"Chambers",68,224,0,12,58,2683,6,5272,13,41451,60,63,19,102,0.186
2019,"Cherokee",221,532,23,67,220,3382,6,9076,17,52090,112,112,39,291,0.134
2019,"Childress",30,60,0,8,29,483,7,1182,17,7068,16,16,3,28,0.107
2019,"Clay",20,88,1,8,24,936,9,2301,23,9885,39,39,17,78,0.218
2019,"Cochran",6,13,1,8,9,256,8,563,17,3315,49,51,14,57,0.246
2019,"Coke",15,20,6,3,20,171,5,909,28,3226,6,6,4,22,0.182
2019,"Coleman",51,68,2,12,52,532,6,2127,25,8527,57,58,13,98,0.133
2019,"Collin",1328,3702,34,195,603,33094,3,114963,11,1010828,305,305,142,1331,0.107
2019,"Collingsworth",15,25,2,5,10,165,5,636,20,3188,12,12,1,19,0.053
2019,"Colorado",21,123,2,1,17,1339,6,4809,23,21239,27,27,7,82,0.085
2019,"Comal",332,948,16,73,330,9704,7,26878,19,142701,185,185,70,430,0.163
2019,"Comanche",58,113,4,12,42,988,8,3256,25,13173,43,43,14,104,0.135
2019,"Concho",9,34,0,3,6,105,3,799,19,4136,9,9,7,16,0.438
2019,"Cooke",195,367,9,45,196,2789,7,7756,20,39595,52,52,18,131,0.137
2019,"Coryell",411,820,18,161,377,8180,10,7066,9,77978,114,116,47,283,0.166
2019,"Cottle",9,8,0,1,2,110,7,445,29,1515,4,4,1,8,0.125
2019,"Crane",7,21,0,5,8,246,4,793,13,5991,9,9,1,7,0.143
2019,"Crockett",17,20,6,12,28,197,5,820,20,4010,10,10,3,17,0.176
2019,"Crosby",19,83,0,12,28,488,8,1386,22,6413,58,59,17,67,0.254
2019,"Culberson",10,12,NA,NA,1,306,14,537,24,2261,16,16,2,19,0.105
2019,"Dallam",35,58,0,16,34,556,8,699,10,7173,16,16,8,19,0.421
2019,"Dallas",6860,15331,135,1370,4568,138795,5,286751,11,2697424,1565,1576,882,6964,0.127
2019,"Dawson",61,138,0,31,54,1365,10,2055,15,13611,51,52,15,100,0.15
2019,"Deaf Smith",62,202,2,15,57,1012,6,2297,13,18255,21,21,2,50,0.04
2019,"Delta",17,34,0,5,18,529,10,1325,25,5366,12,12,6,32,0.188
2019,"Denton",1398,3456,44,407,1064,36545,4,91622,11,870845,399,401,127,1201,0.106
2019,"DeWitt",20,169,3,9,36,1605,7,4431,21,21573,26,26,11,91,0.121
