"yfips","year","fips","state","county_name","total_pop","total_pop_15to64","female_pop_15to64","male_pop_15to64","aapi_pop_15to64","black_pop_15to64","latinx_pop_15to64","native_pop_15to64","white_pop_15to64","urbanicity","region","division","commuting_zone","metro_area","land_area","total_jail_pop","female_jail_pop","male_jail_pop","female_adult_jail_pop","female_juvenile_jail_pop","male_adult_jail_pop","male_juvenile_jail_pop","aapi_jail_pop","black_jail_pop","latinx_jail_pop","native_jail_pop","white_jail_pop","other_race_jail_pop","total_jail_pretrial","total_jail_from_prison","total_jail_from_other_jail","total_jail_from_fed","total_jail_from_bia","total_jail_from_bop","total_jail_from_ice","total_jail_from_marshals","total_jail_from_other_fed","jail_rated_capacity","private_jail_flag","regional_jail_flag","total_jail_adm","total_jail_dis","total_jail_pop_dcrp","female_jail_pop_dcrp","male_jail_pop_dcrp","total_jail_adm_dcrp","female_jail_adm_dcrp","male_jail_adm_dcrp","total_prison_pop","female_prison_pop","male_prison_pop","aapi_prison_pop","black_prison_pop","latinx_prison_pop","native_prison_pop","other_race_prison_pop","white_prison_pop","aapi_female_prison_pop","aapi_male_prison_pop","black_female_prison_pop","black_male_prison_pop","latinx_female_prison_pop","latinx_male_prison_pop","native_female_prison_pop","native_male_prison_pop","other_race_female_prison_pop","other_race_male_prison_pop","white_female_prison_pop","white_male_prison_pop","total_prison_adm","female_prison_adm","male_prison_adm","aapi_prison_adm","black_prison_adm","latinx_prison_adm","native_prison_adm","other_race_prison_adm","white_prison_adm","aapi_female_prison_adm","aapi_male_prison_adm","black_female_prison_adm","black_male_prison_adm","latinx_female_prison_adm","latinx_male_prison_adm","native_female_prison_adm","native_male_prison_adm","other_race_female_prison_adm","other_race_male_prison_adm","white_female_prison_adm","white_male_prison_adm","total_jail_pop_rate","female_jail_pop_rate","male_jail_pop_rate","aapi_jail_pop_rate","black_jail_pop_rate","latinx_jail_pop_rate","native_jail_pop_rate","white_jail_pop_rate","total_jail_adm_rate","total_jail_pretrial_rate","total_prison_pop_rate","female_prison_pop_rate","male_prison_pop_rate","aapi_prison_pop_rate","black_prison_pop_rate","latinx_prison_pop_rate","native_prison_pop_rate","white_prison_pop_rate","total_prison_adm_rate","female_prison_adm_rate","male_prison_adm_rate","aapi_prison_adm_rate","black_prison_adm_rate","latinx_prison_adm_rate","native_prison_adm_rate","white_prison_adm_rate"
201848001,2018,48001,"TX","Anderson County",58057,40301,13524,26777,345,10013,7716,156,22071,"rural","South","West South Central",475,37300,1062.6,182,41,91,41,0,90,1,0,55,7,0,70,0,112,0,0,0,0,0,0,0,0,132,0,0,1993,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.6,303.16,339.84,0,549.29,90.72,0,317.16,4945.29,277.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848003,2018,48003,"TX","Andrews County",18128,11577,5571,6006,73,181,6654,72,4597,"rural","South","West South Central",97,11380,1500.72,22,8,39,8,0,39,0,0.72,4,10,0,8,0,30,0,0,8,0,0,7,1,0,50,0,0,936,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.03,143.6,649.35,986.3,2209.94,150.29,0,174.03,8085,259.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848005,2018,48005,"TX","Angelina County",87092,54302,27533,26769,551,8697,12404,181,32469,"rural","South","West South Central",551,31260,797.78,244,37,232,37,0,231,1,0,0,0,0,0,0,225,260,8,1,0,0,0,1,0,279,0,0,5327,5314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.34,134.38,866.67,0,0,0,0,0,9809.95,414.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848007,2018,48007,"TX","Aransas County",23792,13290,6692,6598,294,221,4122,90,8563,"small/mid","South","West South Central",99,18580,252.05,195,50,122,50,0,122,0,0,8.74,112.58,0,66.67,0,173,90,0,98,0,0,0,98,0,213,0,0,2860,2340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467.27,747.16,1849.05,0,3954.75,2731.2,0,778.58,21519.94,1301.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848009,2018,48009,"TX","Archer County",8786,5469,2729,2740,35,71,470,45,4848,"small/mid","South","West South Central",68,48660,903.11,18.93,0,5.1,0,0,5.1,0,0,2.18,2.18,0,13.84,0,13.11,0,2.18,0,0,0,0,0,0,36.41,0,1,378.68,378.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.13,0,186.13,0,3070.42,463.83,0,285.48,6924.12,239.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848011,2018,48011,"TX","Armstrong County",1892,1068,534,534,4,14,99,12,939,"small/mid","South","West South Central",7,11100,909.11,3,0,1,0,0,1,0,0,0.33,1,0,1,0,2,0,0,1,0,0,1,0,0,8,0,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280.9,0,187.27,0,2357.14,1010.1,0,106.5,4868.91,187.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848013,2018,48013,"TX","Atascosa County",50310,31509,15678,15831,159,293,20749,117,10191,"suburban","South","West South Central",69,41700,1219.54,114,11,99,11,0,98,1,0,2,81,0,20,0,98,4,7,4,0,0,4,0,0,138,0,0,2808,2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.8,70.16,625.36,0,682.59,390.38,0,196.25,8911.74,311.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848015,2018,48015,"TX","Austin County",29989,18416,9169,9247,150,1756,5288,51,11171,"suburban","South","West South Central",588,26420,646.49,50,1,39,1,0,39,0,0,11,14,0,25,0,47,2,3,3,0,0,3,0,0,87,0,0,2080,1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.5,10.91,421.76,0,626.42,264.75,0,223.79,11294.53,255.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848017,2018,48017,"TX","Bailey County",7027,4182,2065,2117,25,59,2829,18,1251,"rural","South","West South Central",405,NA,826.97,41,13,47,13,0,47,0,0,2,28,0,9,0,30,0,0,2,0,0,2,0,0,96,0,0,1560,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.39,629.54,2220.12,0,3389.83,989.75,0,719.42,37302.73,717.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848019,2018,48019,"TX","Bandera County",22824,13537,6896,6641,83,169,2898,95,10292,"suburban","South","West South Central",69,41700,791,54,3,12,3,0,11,1,0,0,19,0,45,0,58,3,16,3,0,0,3,0,0,96,0,0,1248,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.91,43.5,180.7,0,0,655.62,0,437.23,9219.18,428.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848021,2018,48021,"TX","Bastrop County",86976,55533,26664,28869,557,4085,21610,251,29030,"suburban","South","West South Central",27,12420,888.17,304,30,269,30,0,268,1,2,56,148,0,93,0,271,11,7,115,0,2,4,109,0,400,0,0,3372,3368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.42,112.51,931.8,359.07,1370.87,684.87,0,320.36,6072.07,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848023,2018,48023,"TX","Baylor County",3582,2041,1013,1028,7,62,321,6,1645,"rural","South","West South Central",68,NA,867.48,7.07,0,1.9,0,0,1.9,0,0,0.82,0.82,0,5.16,0,4.89,0,0.82,0,0,0,0,0,0,13.59,0,1,141.32,141.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.4,0,184.82,0,1322.58,255.45,0,313.68,6924.06,239.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848025,2018,48025,"TX","Bee County",32587,22856,7791,15065,140,2579,13038,55,7044,"rural","South","West South Central",226,13300,880.24,98,5,96,5,0,96,0,0,2,91,0,8,0,70,0,0,41,0,0,4,37,0,128,0,0,1820,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.77,64.18,637.24,0,77.55,697.96,0,113.57,7962.9,306.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848027,2018,48027,"TX","Bell County",355642,233221,116275,116946,10123,57389,58657,1336,105716,"small/mid","South","West South Central",35,28660,1050.88,797,119,738,117,2,730,8,6,402,79,1,369,0,257,0,26,8,0,0,0,1,7,1175,0,0,11530,10701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.74,102.34,631.06,59.27,700.48,134.68,74.85,349.05,4943.81,110.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848029,2018,48029,"TX","Bexar County",1986049,1321460,661227,660233,47959,105603,797669,3930,366299,"urban","South","West South Central",69,41700,1239.89,3867,669,3617,665,4,3594,23,0,729,1930,0,1624,0,3657,0,0,0,0,0,0,0,0,4563,0,0,61297,61418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.63,101.18,547.84,0,690.32,241.95,0,443.35,4638.58,276.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848031,2018,48031,"TX","Blanco County",11702,7148,3494,3654,110,118,1568,45,5307,"rural","South","West South Central",27,NA,709.25,24,0,7,0,0,7,0,0,2,7,0,10,0,11,4,4,1,0,0,1,0,0,49,0,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.76,0,191.57,0,1694.92,446.43,0,188.43,727.48,153.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848033,2018,48033,"TX","Borden County",648,382,180,202,1,6,81,4,290,"rural","South","West South Central",541,NA,897.44,1.61,0.17,1.2,0.17,0,1.2,0,0,0.07,0.65,0,0.72,0,0.45,0,0,0,0,0,0,0,0,4.94,0,1,62.49,76.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.47,94.44,594.06,0,1166.67,802.47,0,248.28,16358.64,117.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848035,2018,48035,"TX","Bosque County",18691,10735,5442,5293,49,225,2232,57,8172,"rural","South","West South Central",283,NA,982.98,29,4,29,4,0,29,0,0,4,7,0,16,0,21,26,0,1,0,0,1,0,0,35,0,0,156,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.14,73.5,547.89,0,1777.78,313.62,0,195.79,1453.19,195.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848037,2018,48037,"TX","Bowie County",94324,60084,28887,31197,1109,15974,4978,439,37584,"small/mid","South","West South Central",29,45500,885.01,793,86,741,84,2,741,0,3,350,172,2,300,0,453,336,9,102,0,0,1,101,0,921,1,0,8948,8867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.82,297.71,2375.23,270.51,2191.06,3455.2,455.58,798.21,14892.48,753.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848039,2018,48039,"TX","Brazoria County",370200,245094,119879,125215,17852,37443,76403,949,112447,"suburban","South","West South Central",9,26420,1362.31,894,191,716,191,0,715,1,0,270,224,0,407,0,521,52,1,0,0,0,0,0,0,1094,0,0,11659,11413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.76,159.33,571.82,0,721.1,293.18,0,361.95,4756.95,212.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848041,2018,48041,"TX","Brazos County",226758,166643,81441,85202,12611,17250,41608,519,94655,"small/mid","South","West South Central",160,17780,585.51,658,107,531,106,1,527,4,8,277,140,0,209,0,425,18,7,2,0,0,2,0,0,1089,0,0,9364,9496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.86,131.38,623.22,63.44,1605.8,336.47,0,220.8,5619.2,255.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848043,2018,48043,"TX","Brewster County",9267,5661,2792,2869,81,105,2752,40,2683,"rural","South","West South Central",481,NA,6183.76,41,2,46,2,0,46,0,0,0,42,0,6,0,47,6,0,42,0,0,0,42,0,56,0,0,1040,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724.25,71.63,1603.35,0,0,1526.16,0,223.63,18371.31,830.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848045,2018,48045,"TX","Briscoe County",1516,879,453,426,1,44,258,5,571,"rural","South","West South Central",419,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848047,2018,48047,"TX","Brooks County",7114,4082,1944,2138,33,32,3758,12,247,"rural","South","West South Central",99,NA,943.36,588,58,577,58,0,577,0,1,11,507,0,37,0,633,0,101,510,0,8,96,406,0,678,1,0,9402,9373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14404.7,2983.54,26987.84,3030.3,34375,13491.22,0,14979.76,230328.27,15507.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848049,2018,48049,"TX","Brown County",37924,23746,11865,11881,209,1074,5817,137,16509,"rural","South","West South Central",511,15220,944.44,156,25,141,23,2,140,1,0,13,42,0,109,0,150,8,0,2,0,0,2,0,0,196,0,0,2221,2226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.95,210.7,1186.77,0,1210.43,722.02,0,660.25,9353.15,631.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848051,2018,48051,"TX","Burleson County",18389,11257,5730,5527,47,1458,2482,51,7219,"small/mid","South","West South Central",160,17780,659.03,62,11,60,11,0,60,0,0,8,7,0,56,0,63,71,0,0,0,0,0,0,0,96,0,0,1092,1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.77,191.97,1085.58,0,548.7,282.03,0,775.73,9700.63,559.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848053,2018,48053,"TX","Burnet County",47542,28567,14572,13995,258,704,6939,184,20482,"rural","South","West South Central",27,NA,994.26,428,48,442,48,0,442,0,0,22,225,0,243,0,452,120,180,190,0,0,100,90,0,587,0,0,500,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1498.23,329.4,3158.27,0,3125,3242.54,0,1186.41,1750.27,1582.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848055,2018,48055,"TX","Caldwell County",43247,28698,13919,14779,339,1877,15185,85,11212,"suburban","South","West South Central",27,12420,545.23,194,28,161,28,0,161,0,0,50,50,0,50,39,100,0,0,48,0,0,1,47,0,301,0,0,2511,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.01,201.16,1089.38,0,2663.83,329.27,0,445.95,8749.74,348.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848057,2018,48057,"TX","Calhoun County",21561,13391,6418,6973,781,390,6906,31,5283,"rural","South","West South Central",149,38920,506.84,56,NA,NA,NA,NA,NA,NA,0,3,34,0,14,0,32,0,0,8,0,7,1,0,0,49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.19,NA,NA,0,769.23,492.33,0,265,NA,238.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848059,2018,48059,"TX","Callahan County",13994,8553,4350,4203,78,153,936,52,7334,"small/mid","South","West South Central",86,10180,899.37,6,0,14,0,0,14,0,0,0,2.14,0,6,0,5,0,0,0,0,0,0,0,0,10,0,0,988,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.15,0,333.1,0,0,228.63,0,81.81,11551.5,58.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848061,2018,48061,"TX","Cameron County",423908,260716,133653,127063,2158,1217,238451,335,18555,"small/mid","South","West South Central",291,15180,891.08,1115,90,1017,90,0,988,29,1,7,1050,0,49,0,902,957,0,150,0,0,0,150,0,1746,0,0,8604,8322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.67,67.34,800.39,46.34,575.18,440.34,0,264.08,3300.14,345.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848063,2018,48063,"TX","Camp County",13033,7697,3994,3703,91,1321,2052,28,4205,"rural","South","West South Central",286,NA,195.82,26,1,28,1,0,28,0,0,4,5,0,13,0,10,12,0,1,0,0,1,0,0,34,0,0,1352,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.79,25.04,756.14,0,302.8,243.66,0,309.16,17565.29,129.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848065,2018,48065,"TX","Carson County",6005,3668,1814,1854,23,54,387,51,3153,"small/mid","South","West South Central",7,11100,920.22,25,0,15,0,0,15,0,0,2,4,4.17,19,0,25,0,0,1,0,0,1,0,0,48,0,0,728,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.57,0,809.06,0,3703.7,1033.59,8176.47,602.6,19847.33,681.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848067,2018,48067,"TX","Cass County",30119,17879,9210,8669,111,3132,857,104,13675,"rural","South","West South Central",286,NA,936.96,86,14,81,14,0,81,0,0,25,1,0,44,0,62,0,0,0,0,0,0,0,0,96,0,0,1300,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.01,152.01,934.36,0,798.21,116.69,0,321.76,7271.1,346.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848069,2018,48069,"TX","Castro County",7665,4636,2255,2381,33,104,3135,29,1335,"rural","South","West South Central",585,NA,894.43,18,1,13,1,0,13,0,0,1.83,12,0,2,0,11,0,0,1,0,0,1,0,0,18,0,0,208,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.27,44.35,545.99,0,1759.62,382.78,0,149.81,4486.63,237.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848071,2018,48071,"TX","Chambers County",42454,27652,13543,14109,402,2273,6451,115,18411,"suburban","South","West South Central",9,26420,597.15,98,11,97,11,0,96,1,1,21,12,0,59,0,40,27,18,5,0,0,5,0,0,148,0,0,2756,2496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.4,81.22,687.5,248.76,923.89,186.02,0,320.46,9966.73,144.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
