"yfips","year","fips","state","county_name","total_pop","total_pop_15to64","female_pop_15to64","male_pop_15to64","aapi_pop_15to64","black_pop_15to64","latinx_pop_15to64","native_pop_15to64","white_pop_15to64","urbanicity","region","division","commuting_zone","metro_area","land_area","total_jail_pop","female_jail_pop","male_jail_pop","female_adult_jail_pop","female_juvenile_jail_pop","male_adult_jail_pop","male_juvenile_jail_pop","aapi_jail_pop","black_jail_pop","latinx_jail_pop","native_jail_pop","white_jail_pop","other_race_jail_pop","total_jail_pretrial","total_jail_from_prison","total_jail_from_other_jail","total_jail_from_fed","total_jail_from_bia","total_jail_from_bop","total_jail_from_ice","total_jail_from_marshals","total_jail_from_other_fed","jail_rated_capacity","private_jail_flag","regional_jail_flag","total_jail_adm","total_jail_dis","total_jail_pop_dcrp","female_jail_pop_dcrp","male_jail_pop_dcrp","total_jail_adm_dcrp","female_jail_adm_dcrp","male_jail_adm_dcrp","total_prison_pop","female_prison_pop","male_prison_pop","aapi_prison_pop","black_prison_pop","latinx_prison_pop","native_prison_pop","other_race_prison_pop","white_prison_pop","aapi_female_prison_pop","aapi_male_prison_pop","black_female_prison_pop","black_male_prison_pop","latinx_female_prison_pop","latinx_male_prison_pop","native_female_prison_pop","native_male_prison_pop","other_race_female_prison_pop","other_race_male_prison_pop","white_female_prison_pop","white_male_prison_pop","total_prison_adm","female_prison_adm","male_prison_adm","aapi_prison_adm","black_prison_adm","latinx_prison_adm","native_prison_adm","other_race_prison_adm","white_prison_adm","aapi_female_prison_adm","aapi_male_prison_adm","black_female_prison_adm","black_male_prison_adm","latinx_female_prison_adm","latinx_male_prison_adm","native_female_prison_adm","native_male_prison_adm","other_race_female_prison_adm","other_race_male_prison_adm","white_female_prison_adm","white_male_prison_adm","total_jail_pop_rate","female_jail_pop_rate","male_jail_pop_rate","aapi_jail_pop_rate","black_jail_pop_rate","latinx_jail_pop_rate","native_jail_pop_rate","white_jail_pop_rate","total_jail_adm_rate","total_jail_pretrial_rate","total_prison_pop_rate","female_prison_pop_rate","male_prison_pop_rate","aapi_prison_pop_rate","black_prison_pop_rate","latinx_prison_pop_rate","native_prison_pop_rate","white_prison_pop_rate","total_prison_adm_rate","female_prison_adm_rate","male_prison_adm_rate","aapi_prison_adm_rate","black_prison_adm_rate","latinx_prison_adm_rate","native_prison_adm_rate","white_prison_adm_rate"
201848145,2018,48145,"TX","Falls County",17335,11152,5958,5194,71,2804,2783,43,5451,"small/mid","South","West South Central",283,47380,765.47,35,5,35,5,0,35,0,1,19,10,0,10,0,30,3,0,0,0,0,0,0,0,107,1,0,500,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.85,83.92,673.85,1408.45,677.6,359.32,0,183.45,4483.5,269.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848147,2018,48147,"TX","Fannin County",35286,22513,10163,12350,220,1832,2772,273,17416,"rural","South","West South Central",433,NA,890.84,452,71,406,71,0,406,0,7,122,210,4,115,0,452,0,0,371,0,0,0,371,0,535,1,0,2227,2168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007.73,698.61,3287.45,3181.82,6659.39,7575.76,1465.2,660.31,9892.06,2007.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848149,2018,48149,"TX","Fayette County",25349,14699,7397,7302,85,1023,3460,56,10075,"rural","South","West South Central",588,NA,949.87,27,3,25,3,0,25,0,0,9,3,0,10,0,12,0,0,0,0,0,0,0,0,45,0,0,1300,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.69,40.56,342.37,0,879.77,86.71,0,99.26,8844.14,81.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848151,2018,48151,"TX","Fisher County",3839,2204,1070,1134,12,93,669,14,1416,"rural","South","West South Central",86,NA,898.94,7,1,6,1,0,6,0,0,1,4,0,2,0,5,0,0,0,0,0,0,0,0,15,0,0,104,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.6,93.46,529.1,0,1075.27,597.91,0,141.24,4718.69,226.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848153,2018,48153,"TX","Floyd County",5837,3435,1677,1758,14,116,2127,16,1162,"rural","South","West South Central",419,NA,992.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848155,2018,48155,"TX","Foard County",1200,692,348,344,6,36,145,3,502,"rural","South","West South Central",453,NA,704.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848157,2018,48157,"TX","Fort Bend County",787858,522437,266745,255692,111645,111043,130510,1234,168005,"suburban","South","West South Central",9,26420,861.56,987,134,799,130,4,792,7,14,398,336,0,184,0,2847,99,245,47,0,47,0,0,0,1778,0,0,16103,16043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.92,50.24,312.49,12.54,358.42,257.45,0,109.52,3082.29,544.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848159,2018,48159,"TX","Franklin County",10766,6360,3154,3206,82,287,1002,38,4951,"rural","South","West South Central",286,NA,284.39,34,2,31,2,0,31,0,2.23,10,5,2.47,37,0,46,4,20,1,0,0,1,0,0,112,0,0,572,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.59,63.41,966.94,2719.51,3484.32,499,6500,747.32,8993.71,723.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848161,2018,48161,"TX","Freestone County",19808,12192,5557,6635,80,2019,2021,56,8016,"rural","South","West South Central",485,NA,877.73,56,5,37,5,0,37,0,0,16,5,0,34,0,47,0,6,1,0,0,1,0,0,23,0,0,1768,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.32,89.98,557.65,0,792.47,247.4,0,424.15,14501.31,385.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848163,2018,48163,"TX","Frio County",19816,13598,4865,8733,449,584,10740,41,1784,"rural","South","West South Central",557,NA,1133.5,348,3,336,3,0,336,0,5.3,2,323,0,14,0,48,0,72,267,0,267,0,0,0,391,1,0,10348,12584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.2,61.66,3847.48,1180.4,342.47,3007.45,0,784.75,76099.43,352.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848165,2018,48165,"TX","Gaines County",20901,12726,6148,6578,56,228,5342,51,7049,"rural","South","West South Central",533,NA,1502.36,21,3,17,3,0,17,0,0.86,1,9,0,9,0,17,3,0,4,0,0,2,0,2,32,0,0,416,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.02,48.8,258.44,1535.71,438.6,168.48,0,127.68,3268.9,133.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848167,2018,48167,"TX","Galveston County",337890,221479,112009,109470,8664,28453,56078,958,127326,"suburban","South","West South Central",9,26420,378.95,1123,219,893,219,0,886,7,5,374,1,0,732,0,832,0,37,0,0,0,0,0,0,1183,0,0,16972,16830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.05,195.52,815.75,57.71,1314.45,1.78,0,574.9,7663.03,375.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848169,2018,48169,"TX","Garza County",6578,4943,1372,3571,16,360,2821,20,1726,"rural","South","West South Central",270,NA,893.41,65.67,3.7,12.02,3.7,0,12.02,0,0,9.25,21.27,0,15.72,0,46.25,0,27.75,1.85,0,0.92,0.92,0,0,88.8,0,1,336.69,288.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1328.55,269.68,336.6,0,2569.44,753.99,0,910.78,6811.45,935.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848171,2018,48171,"TX","Gillespie County",26804,14459,7409,7050,104,97,4014,54,10190,"rural","South","West South Central",569,23240,1058.2,10,0,10,0,0,10,0,0,0.4,2,0,2,0,4,0,0,0,0,0,0,0,0,15,0,0,156,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.16,0,141.84,0,412.37,49.83,0,19.63,1078.91,27.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848173,2018,48173,"TX","Glasscock County",1388,882,390,492,4,21,343,2,512,"rural","South","West South Central",333,13700,900.22,1,0,0,0,0,0,0,0,0,6.57,0,3.29,0,NA,0,0,0,0,0,0,0,0,12,0,0,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.38,0,0,0,0,1915.45,0,642.58,5895.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848175,2018,48175,"TX","Goliad County",7584,4546,2277,2269,25,198,1697,21,2605,"small/mid","South","West South Central",149,47020,852.01,30,2,28,2,0,28,0,0,3,7,0,20,0,14,1,0,0,0,0,0,0,0,28,0,0,156,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.92,87.83,1234.02,0,1515.15,412.49,0,767.75,3431.59,307.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848177,2018,48177,"TX","Gonzales County",20826,12694,6248,6446,66,824,6666,45,5093,"rural","South","West South Central",690,NA,1066.69,93,5,49,5,0,49,0,0,24,33,2.39,15,0,65,3,0,6,0,0,6,0,0,96,0,0,2184,1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732.63,80.03,760.16,0,2912.62,495.05,5311.11,294.52,17204.98,512.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848179,2018,48179,"TX","Gray County",21895,13606,6042,7564,65,863,4093,112,8473,"rural","South","West South Central",273,37420,925.97,56,5,50,5,0,50,0,0,6,13,0.96,36,0,49,4,0,4,0,0,4,0,0,78,0,0,988,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.58,82.75,661.03,0,695.25,317.62,857.14,424.88,7261.5,360.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848181,2018,48181,"TX","Grayson County",133991,83815,42673,41142,1581,5610,11528,1337,63759,"small/mid","South","West South Central",433,43300,932.82,379,58,250,56,2,248,2,0,68,24,1,285,0,277,0,3,12,0,1,11,0,0,480,0,0,8788,7800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.19,135.92,607.65,0,1212.12,208.19,74.79,447,10485,330.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848183,2018,48183,"TX","Gregg County",123707,77846,39556,38290,1345,17042,14488,381,44590,"small/mid","South","West South Central",163,30980,273.37,697,136,473,136,0,472,1,1,242,32,0,328,0,497,0,0,49,0,0,10,39,0,916,0,0,9319,9365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.36,343.82,1235.31,74.35,1420.02,220.87,0,735.59,11971.07,638.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848185,2018,48185,"TX","Grimes County",28360,18229,7905,10324,84,3081,4565,72,10427,"rural","South","West South Central",160,NA,787.47,72,8,49,8,0,49,0,1,22,9,0,36,0,58,2,0,3,0,0,3,0,0,111,0,0,1248,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.98,101.2,474.62,1190.48,714.05,197.15,0,345.26,6846.23,318.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848187,2018,48187,"TX","Guadalupe County",163694,107470,53913,53557,2644,9530,41828,418,53050,"suburban","South","West South Central",69,41700,711.25,364,69,295,69,0,295,0,1,32,188,0,143,0,250,0,97,43,0,0,0,43,0,598,0,0,5678,5651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.7,127.98,550.82,37.82,335.78,449.46,0,269.56,5283.33,232.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848189,2018,48189,"TX","Hale County",33830,21676,9971,11705,156,1300,13059,86,7075,"rural","South","West South Central",419,38380,1004.68,95,10,99,10,0,99,0,0,12,17,0,60,0,56,17,0,5,0,0,5,0,0,194,0,0,936,3224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.27,100.29,845.79,0,923.08,130.18,0,848.06,4318.14,258.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848191,2018,48191,"TX","Hall County",3028,1779,883,896,3,157,682,7,930,"rural","South","West South Central",634,NA,883.49,5,0,4,0,0,4,0,0,2,3,0,3,0,8,0,1,0,0,0,0,0,0,9,0,0,208,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.06,0,446.43,0,1273.89,439.88,0,322.58,11691.96,449.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848193,2018,48193,"TX","Hamilton County",8484,4831,2376,2455,38,69,702,32,3990,"rural","South","West South Central",534,NA,835.91,12,1,12,1,0,12,0,0,0.65,1,0,12,0,13,0,1,0,0,0,0,0,0,24,0,0,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.4,42.09,488.8,0,942.03,142.45,0,300.75,5381.91,269.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848195,2018,48195,"TX","Hansford County",5463,3341,1621,1720,16,28,1678,8,1611,"rural","South","West South Central",512,NA,919.81,3,0,2,0,0,2,0,0,0,1.5,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.79,0,116.28,0,0,89.39,0,186.22,1556.42,89.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848197,2018,48197,"TX","Hardeman County",3922,2350,1150,1200,16,141,579,14,1600,"rural","South","West South Central",453,NA,695.11,8,0,5,0,0,5,0,0,1,1.4,0,6,0,3,0,0,0,0,0,0,0,0,11,0,0,52,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.43,0,416.67,0,709.22,241.8,0,375,2212.77,127.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848199,2018,48199,"TX","Hardin County",57207,35991,18088,17903,317,2045,2185,143,31301,"small/mid","South","West South Central",118,13140,890.59,154,22,146,22,0,146,0,0,37,4,0,127,0,162,18,33,6,0,0,4,2,0,196,0,0,2776,2809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.88,121.63,815.51,0,1809.29,183.07,0,405.74,7713.04,450.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848201,2018,48201,"TX","Harris County",4698619,3154516,1573546,1580970,251441,611956,1359759,7646,923714,"urban","South","West South Central",9,26420,1704.92,8673,1100,8290,1092,8,8212,78,60,4994,1655,2,2671,0,6609,800,58,10,0,0,0,10,0,10323,0,0,95213,94283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.94,69.91,524.36,23.86,816.07,121.71,26.16,289.16,3018.31,209.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848203,2018,48203,"TX","Harrison County",66726,41500,20998,20502,375,8975,5380,199,26571,"rural","South","West South Central",163,32220,899.93,250,50,223,50,0,223,0,1.66,135,11,0,127,0,238,0,39,3,0,0,0,3,0,350,0,0,3900,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602.41,238.12,1087.7,442.67,1504.18,204.46,0,477.96,9397.59,573.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848205,2018,48205,"TX","Hartley County",5619,3783,1317,2466,36,350,1071,18,2308,"rural","South","West South Central",37,NA,1461.95,15.1,4.58,9.15,4.58,0,9.15,0,0.65,1.37,4.58,0.86,7.78,0,9.15,0,3.2,0,0,0,0,0,0,23.34,0,1,422.88,422.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.15,347.76,371.05,1805.56,391.43,427.64,4777.78,337.09,11178.43,241.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848207,2018,48207,"TX","Haskell County",5813,3689,1605,2084,54,188,1216,18,2213,"rural","South","West South Central",490,NA,903.13,377.77,26.87,314.27,26.87,0,314.27,0,2.44,36.64,223.9,1.63,76.53,0,330.55,0,10.58,330.55,0,0,330.55,0,0,451.86,1,1,4359.06,4450.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10240.44,1674.14,15080.13,4518.52,19489.36,18412.83,9055.56,3458.2,118163.73,8960.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848209,2018,48209,"TX","Hays County",222631,155477,77735,77742,3052,6858,61473,607,83487,"suburban","South","West South Central",27,12420,677.99,356,71,204,70,1,199,5,2,35,121,0,117,0,219,0,0,0,0,0,0,0,0,362,0,0,7754,7542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.97,91.34,262.41,65.53,510.35,196.83,0,140.14,4987.23,140.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848211,2018,48211,"TX","Hemphill County",3825,2335,1163,1172,37,16,823,16,1443,"rural","South","West South Central",273,NA,906.29,4.89,1.63,4.08,1.63,0,4.08,0,0,0,0.93,0,3.26,0,0.82,0,0.82,0,0,0,0,0,0,14.68,0,1,381.56,127.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.42,140.15,348.12,0,0,113,0,225.92,16340.9,35.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848213,2018,48213,"TX","Henderson County",82299,49612,25276,24336,434,3536,6852,320,38470,"rural","South","West South Central",475,11980,873.76,350,94,326,93,1,324,2,1,88,38,0,293,0,389,0,106,3,0,0,3,0,0,510,0,0,5101,5068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.47,371.89,1339.58,230.41,2488.69,554.58,0,761.63,10281.79,784.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
