"fips","Name","pov_perc_all","pov_perc_under_18","pov_perc_under_5","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment"
"48389","Reeves County","19","20.5",".","1.865","*","12.7331","1.4148000000000001","2.8296000000000001",15695,61,28,"     3.5"
"48391","Refugio County","15.300000000000001","23.699999999999999",".","2.2065000000000001","*","18.623100000000001","3.1774","4.9425999999999997",7032,38,38,"     4.7"
"48393","Roberts County","6.4000000000000004","9.0999999999999996",".","0","0","17.293199999999999","*","*",903,1.11,0.18,"     3.7"
"48395","Robertson County","14.199999999999999","23.199999999999999",".","1.9681999999999999","*","20.6449","2.5125999999999999","3.0988000000000002",17284,28,8,"     3.5"
"48397","Rockwall County","4.7999999999999998","6.4000000000000004",".","1.3516999999999999","0.18329999999999999","19.5304","3.0354999999999999","2.8178999999999998",100657,258,208,"     3.0"
"48399","Runnels County","14.300000000000001","21.399999999999999",".","1.8803000000000001","0","20.187999999999999","2.7709000000000001","2.8203999999999998",10234,27.98,16.66,"     2.8"
"48401","Rusk County","14.199999999999999","18.100000000000001",".","1.3091999999999999","*","17.417999999999999","2.8008000000000002","2.6516000000000002",54450,89,77,"     4.1"
"48403","Sabine County","16","25.399999999999999",".","1.7892999999999999","*","17.216699999999999","4.0556999999999999","2.4253999999999998",10589,14,15,"     7.0"
"48405","San Augustine County","19.600000000000001","29.699999999999999",".","2.0347","*","21.903099999999998","2.5135000000000001","3.4710000000000001",8232,20,16,"     5.8"
"48407","San Jacinto County","16.100000000000001","26.100000000000001",".","1.7296","0","17.578600000000002","5.2201000000000004","2.5785999999999998",28719,61,51,"     5.1"
"48409","San Patricio County","14.800000000000001","21.600000000000001",".","2.4098999999999999","*","19.6645","5.9185999999999996","2.7376",66893,221,194,"     6.9"
"48411","San Saba County","17.399999999999999","26.100000000000001",".","1.581","*","14.1304","1.6798","2.3715000000000002",6054,5,1,"     3.3"
"48413","Schleicher County","13.199999999999999","19",".","*","0","13.3489","2.8102999999999998","3.5129000000000001",2895,9,7,"     3.7"
"48415","Scurry County","13.800000000000001","17.600000000000001",".","1.7259","*","15.634499999999999","2.8426","2.9948999999999999",16866,45.39,12.55,"     4.4"
"48417","Shackelford County","12.5","15.800000000000001",".","*","0","22.330100000000002","2.5243000000000002","2.3300999999999998",3253,16,11,"     2.5"
"48419","Shelby County","18","24.399999999999999",".","1.7164999999999999","*","16.957699999999999","4.4096000000000002","2.4859",25418,55,28,"     3.7"
"48421","Sherman County","11.300000000000001","16.899999999999999",".","*","0","13.103400000000001","*","*",3079,2,0,"     2.2"
"48423","Smith County","12.699999999999999","18.199999999999999",".","1.7074","0.19289999999999999","18.881900000000002","3.3898999999999999","2.5362",230221,804,421,"     3.5"
"48425","Somervell County","8.3000000000000007","12.800000000000001",".","1.5803","*","21.949100000000001","2.4582999999999999","2.8973",9016,40,27,"     3.4"
"48427","Starr County","25.199999999999999","35.299999999999997",".","1.4762999999999999","*","21.203199999999999","2.8972000000000002","3.2109000000000001",64525,205,0,"    13.4"
"48429","Stephens County","15.6","23.5",".","2.4691000000000001","*","22.085000000000001","2.9491999999999998","2.2633999999999999",9433,32,23,"     3.2"
"48431","Sterling County","10.199999999999999","13.5",".","*","0","14.450900000000001","*","*",1311,2.56,1.31,"     3.6"
"48433","Stonewall County","14.300000000000001","22.5",".","*","0","21.2544","*","*",1362,2,2,"     3.3"
"48435","Sutton County","11.699999999999999","17.300000000000001",".","1.8425","*","10.2178","*","*",3758,7,2,"     5.7"
"48437","Swisher County","19.600000000000001","27.199999999999999",".","2.0499000000000001","0","13.012499999999999","1.4259999999999999","1.9608000000000001",7462,13,13,"     3.3"
"48439","Tarrant County","10.5","15.4",".","1.9166000000000001","0.28139999999999998","20.767800000000001","4.0888","3.1751999999999998",2084931,3501,2519,"     3.5"
"48441","Taylor County","12.199999999999999","16.899999999999999",".","2.1353","0.45500000000000002","19.848299999999998","3.4213","4.0278999999999998",137640,547,416,"     3.1"
"48443","Terrell County","14","13.199999999999999",".","*","0","14.2857","*","*",823,2,1,"     3.1"
"48445","Terry County","18.5","27.399999999999999",".","1.7770999999999999","*","15.428100000000001","1.8577999999999999","4.8464999999999998",12287,77,65,"     4.0"
"48447","Throckmorton County","13.5","27.699999999999999",".","*","0","11.7089","3.4809999999999999","*",1515,86.23,75.45,"     1.9"
"48449","Titus County","14.300000000000001","21.399999999999999",".","1.4461999999999999","0.33850000000000002","17.138500000000001","3.0154000000000001","5.8461999999999996",33033,119,87,"     3.7"
"48451","Tom Green County","12","16.600000000000001",".","2.0669","0.40110000000000001","17.942599999999999","3.6375000000000002","3.4062999999999999",118189,454.49,321.11,"     3.3"
"48453","Travis County","10.199999999999999","10.9",".","2.4611999999999998","0.28810000000000002","18.503","3.0947","3.3085",1248743,2441,1784,"     2.7"
"48455","Trinity County","16.800000000000001","26.5",".","1.5468","*","15.235900000000001","3.4803000000000002","2.3201999999999998",14740,7,4,"     5.4"
"48457","Tyler County","18.899999999999999","27.899999999999999",".","1.7354000000000001","*","17.136700000000001","6.1666999999999996","2.82",21696,34,29,"     6.0"
"48459","Upshur County","12.6","17.800000000000001",".","1.5720000000000001","*","18.863600000000002","3.2008000000000001","2.2159",41260,200,148,"     4.4"
"48461","Upton County","12.1","17",".","*","0","16.032599999999999","*","*",3671,47,29,"     3.7"
"48463","Uvalde County","19","30.699999999999999",".","1.7506999999999999","0","14.4884","1.8109999999999999","1.9318",26846,129,84,"     3.9"
"48465","Val Verde County","15.6","24.300000000000001",".","1.5933999999999999","*","14.8589","1.3822000000000001","1.5165999999999999",49208,1160,1182,"     4.4"
"48467","Van Zandt County","12.9","17.699999999999999",".","1.4054","*","20.6508","3.2286999999999999","2.2917000000000001",56019,158,152,"     3.1"
"48469","Victoria County","16.5","24.399999999999999",".","2.9577","0.1217","18.757000000000001","2.6581999999999999","3.3601999999999999",92035,392,350,"     4.3"
"48471","Walker County","18","20.800000000000001",".","1.2736000000000001","*","15.611700000000001","3.7629999999999999","2.8946000000000001",72480,63,92,"     4.5"
"48473","Waller County","12.6","17.399999999999999",".","1.643","*","15.622400000000001","2.0049999999999999","2.6177000000000001",53126,85,69,"     4.2"
"48475","Ward County","9.8000000000000007","14.4",".","1.8972","0","15.8103","1.7391000000000001","2.4506000000000001",11720,43,26,"     4.5"
"48477","Washington County","11.699999999999999","17.600000000000001",".","1.3156000000000001","0.63219999999999998","14.4712","1.7426999999999999","2.3407",35108,84,88,"     3.6"
"48479","Webb County","19.899999999999999","30.300000000000001",".","2.0956000000000001","0.3276","14.5442","1.4976","2.3243999999999998",275910,544,461,"     4.3"
"48481","Wharton County","13.800000000000001","20.600000000000001",".","1.5457000000000001","0.27279999999999999","14.875400000000001","1.4184000000000001","3.2551000000000001",41619,130,121,"     3.8"
"48483","Wheeler County","13.5","20.300000000000001",".","1.3793","0","14.5977","2.4138000000000002","2.1839",5191,3,2,"     4.3"
"48485","Wichita County","16","20.899999999999999",".","2.1193","0.17929999999999999","24.459299999999999","6.8742999999999999","3.7387000000000001",132064,485,400,"     3.6"
"48487","Wilbarger County","14.6","21.100000000000001",".","5.1969000000000003","*","20.021899999999999","10.3939","3.1728999999999998",12820,30,NA,"     4.8"
"48489","Willacy County","24.699999999999999","34",".","2.657","0","23.188400000000001","3.9855","3.6232000000000002",21515,62,52,"     8.4"
"48491","Williamson County","5.5999999999999996","6.2999999999999998",".","2.0874999999999999","0.1303","18.904299999999999","2.7048999999999999","1.8703000000000001",566719,626,466,"     2.7"
"48493","Wilson County","9.4000000000000004","11.5",".","1.5631999999999999","*","17.1738","3.2930000000000001","2.3134999999999999",50224,117,0,"     3.0"
"48495","Winkler County","11.800000000000001","16.899999999999999",".","1.8088","0","14.7287","1.5504","*",7720,88.23,68.62,"     5.4"
"48497","Wise County","10","12.4",".","1.4419","*","19.677700000000002","3.5764999999999998","2.7566000000000002",68305,186,169,"     3.3"
"48499","Wood County","13.5","21.399999999999999",".","1.7599","*","18.8675","3.1044999999999998","1.8037000000000001",45129,151,105,"     4.3"
"48501","Yoakum County","10.800000000000001","14.9",".","1.3698999999999999","0","13.2005","*","2.2416",8591,15,9,"     4.8"
"48503","Young County","14.800000000000001","22.100000000000001",".","1.8628","*","21.0838","3.2458","3.1328999999999998",18045,80,68,"     3.2"
"48505","Zapata County","24.600000000000001","39.5",".","2.4590000000000001","0","15.4247","2.0863999999999998","2.6080000000000001",14190,156,83,"     8.5"
"48507","Zavala County","27.199999999999999","39",".","2.7128000000000001","0","14.3124","2.5257000000000001","2.7128000000000001",11983,64,20,"     9.2"
