Fiscal Year,County,Region,Confirmed Victims,Victims
2014,McLennan,7-Austin,Not Confirmed,2456
2014,McLennan,7-Austin,Confirmed Victim,884
2014,Milam,7-Austin,Not Confirmed,229
2014,Milam,7-Austin,Confirmed Victim,95
2014,Mills,7-Austin,Not Confirmed,59
2014,Mills,7-Austin,Confirmed Victim,9
2014,Robertson,7-Austin,Not Confirmed,125
2014,Robertson,7-Austin,Confirmed Victim,24
2014,San Saba,7-Austin,Not Confirmed,65
2014,San Saba,7-Austin,Confirmed Victim,47
2014,Travis,7-Austin,Not Confirmed,9055
2014,Travis,7-Austin,Confirmed Victim,2157
2014,Washington,7-Austin,Not Confirmed,208
2014,Washington,7-Austin,Confirmed Victim,79
2014,Williamson,7-Austin,Not Confirmed,2625
2014,Williamson,7-Austin,Confirmed Victim,731
2014,Atascosa,8-San Antonio,Not Confirmed,492
2014,Atascosa,8-San Antonio,Confirmed Victim,210
2014,Bandera,8-San Antonio,Not Confirmed,138
2014,Bandera,8-San Antonio,Confirmed Victim,54
2014,Bexar,8-San Antonio,Not Confirmed,17125
2014,Bexar,8-San Antonio,Confirmed Victim,5434
2014,Calhoun,8-San Antonio,Not Confirmed,148
2014,Calhoun,8-San Antonio,Confirmed Victim,128
2014,Comal,8-San Antonio,Not Confirmed,936
2014,Comal,8-San Antonio,Confirmed Victim,435
2014,DeWitt,8-San Antonio,Not Confirmed,195
2014,DeWitt,8-San Antonio,Confirmed Victim,60
2014,Dimmit,8-San Antonio,Not Confirmed,136
2014,Dimmit,8-San Antonio,Confirmed Victim,43
2014,Edwards,8-San Antonio,Not Confirmed,15
2014,Edwards,8-San Antonio,Confirmed Victim,3
2014,Frio,8-San Antonio,Not Confirmed,243
2014,Frio,8-San Antonio,Confirmed Victim,97
2014,Gillespie,8-San Antonio,Not Confirmed,133
2014,Gillespie,8-San Antonio,Confirmed Victim,31
2014,Goliad,8-San Antonio,Not Confirmed,63
2014,Goliad,8-San Antonio,Confirmed Victim,22
2014,Gonzales,8-San Antonio,Not Confirmed,195
2014,Gonzales,8-San Antonio,Confirmed Victim,75
2014,Guadalupe,8-San Antonio,Not Confirmed,1170
2014,Guadalupe,8-San Antonio,Confirmed Victim,305
2014,Jackson,8-San Antonio,Not Confirmed,105
2014,Jackson,8-San Antonio,Confirmed Victim,62
2014,Karnes,8-San Antonio,Not Confirmed,144
2014,Karnes,8-San Antonio,Confirmed Victim,43
2014,Kendall,8-San Antonio,Not Confirmed,184
2014,Kendall,8-San Antonio,Confirmed Victim,70
2014,Kerr,8-San Antonio,Not Confirmed,528
2014,Kerr,8-San Antonio,Confirmed Victim,192
2014,Kinney,8-San Antonio,Not Confirmed,28
2014,La Salle,8-San Antonio,Not Confirmed,71
2014,La Salle,8-San Antonio,Confirmed Victim,32
2014,Lavaca,8-San Antonio,Not Confirmed,114
2014,Lavaca,8-San Antonio,Confirmed Victim,28
2014,Maverick,8-San Antonio,Not Confirmed,346
2014,Maverick,8-San Antonio,Confirmed Victim,26
2014,Medina,8-San Antonio,Not Confirmed,374
2014,Medina,8-San Antonio,Confirmed Victim,124
2014,Real,8-San Antonio,Not Confirmed,38
2014,Real,8-San Antonio,Confirmed Victim,3
2014,Uvalde,8-San Antonio,Not Confirmed,318
2014,Uvalde,8-San Antonio,Confirmed Victim,79
2014,Val Verde,8-San Antonio,Not Confirmed,257
2014,Val Verde,8-San Antonio,Confirmed Victim,48
2014,Victoria,8-San Antonio,Not Confirmed,878
2014,Victoria,8-San Antonio,Confirmed Victim,286
2014,Wilson,8-San Antonio,Not Confirmed,305
2014,Wilson,8-San Antonio,Confirmed Victim,73
2014,Zavala,8-San Antonio,Not Confirmed,150
2014,Zavala,8-San Antonio,Confirmed Victim,49
2014,Andrews,9-Midland,Not Confirmed,151
2014,Andrews,9-Midland,Confirmed Victim,39
2014,Borden,9-Midland,Not Confirmed,1
2014,Coke,9-Midland,Not Confirmed,45
2014,Coke,9-Midland,Confirmed Victim,6
2014,Concho,9-Midland,Not Confirmed,23
2014,Concho,9-Midland,Confirmed Victim,7
2014,Crane,9-Midland,Not Confirmed,15
2014,Crane,9-Midland,Confirmed Victim,3
2014,Crockett,9-Midland,Not Confirmed,37
2014,Crockett,9-Midland,Confirmed Victim,25
2014,Dawson,9-Midland,Not Confirmed,183
2014,Dawson,9-Midland,Confirmed Victim,105
2014,Ector,9-Midland,Not Confirmed,1440
2014,Ector,9-Midland,Confirmed Victim,497
2014,Gaines,9-Midland,Not Confirmed,100
2014,Gaines,9-Midland,Confirmed Victim,34
2014,Glasscock,9-Midland,Not Confirmed,5
2014,Howard,9-Midland,Not Confirmed,359
2014,Howard,9-Midland,Confirmed Victim,174
2014,Irion,9-Midland,Not Confirmed,14
2014,Irion,9-Midland,Confirmed Victim,2
2014,Kimble,9-Midland,Not Confirmed,47
2014,Kimble,9-Midland,Confirmed Victim,7
2014,Martin,9-Midland,Not Confirmed,24
2014,Martin,9-Midland,Confirmed Victim,8
2014,Mason,9-Midland,Not Confirmed,41
2014,Mason,9-Midland,Confirmed Victim,5
2014,McCulloch,9-Midland,Not Confirmed,99
2014,McCulloch,9-Midland,Confirmed Victim,33
2014,Menard,9-Midland,Not Confirmed,11
2014,Menard,9-Midland,Confirmed Victim,7
2014,Midland,9-Midland,Not Confirmed,1036
2014,Midland,9-Midland,Confirmed Victim,290
2014,Pecos,9-Midland,Not Confirmed,106
2014,Pecos,9-Midland,Confirmed Victim,47
2014,Reagan,9-Midland,Not Confirmed,36
2014,Reagan,9-Midland,Confirmed Victim,2
2014,Reeves,9-Midland,Not Confirmed,90
2014,Reeves,9-Midland,Confirmed Victim,29
2014,Schleicher,9-Midland,Not Confirmed,33
2014,Schleicher,9-Midland,Confirmed Victim,23
2014,Sterling,9-Midland,Not Confirmed,17
2014,Sterling,9-Midland,Confirmed Victim,4
2014,Sutton,9-Midland,Not Confirmed,23
2014,Sutton,9-Midland,Confirmed Victim,4
2014,Terrell,9-Midland,Not Confirmed,2
2014,Terrell,9-Midland,Confirmed Victim,1
2014,Tom Green,9-Midland,Not Confirmed,1261
2014,Tom Green,9-Midland,Confirmed Victim,583
2014,Upton,9-Midland,Not Confirmed,28
2014,Upton,9-Midland,Confirmed Victim,8
2014,Ward,9-Midland,Not Confirmed,128
2014,Ward,9-Midland,Confirmed Victim,61
2014,Winkler,9-Midland,Not Confirmed,80
2014,Winkler,9-Midland,Confirmed Victim,34
2014,Brewster,10-El Paso,Not Confirmed,66
2014,Brewster,10-El Paso,Confirmed Victim,11
2014,Culberson,10-El Paso,Not Confirmed,24
2014,Culberson,10-El Paso,Confirmed Victim,13
2014,El Paso,10-El Paso,Not Confirmed,5760
2014,El Paso,10-El Paso,Confirmed Victim,2269
2014,Hudspeth,10-El Paso,Not Confirmed,15
2014,Hudspeth,10-El Paso,Confirmed Victim,14
2014,Jeff Davis,10-El Paso,Not Confirmed,18
2014,Jeff Davis,10-El Paso,Confirmed Victim,1
2014,Presidio,10-El Paso,Not Confirmed,23
2014,Presidio,10-El Paso,Confirmed Victim,5
2014,Aransas,11-Edinburg,Not Confirmed,321
2014,Aransas,11-Edinburg,Confirmed Victim,137
2014,Bee,11-Edinburg,Not Confirmed,349
2014,Bee,11-Edinburg,Confirmed Victim,132
2014,Brooks,11-Edinburg,Not Confirmed,122
2014,Brooks,11-Edinburg,Confirmed Victim,43
2014,Cameron,11-Edinburg,Not Confirmed,4149
2014,Cameron,11-Edinburg,Confirmed Victim,1547
2014,Duval,11-Edinburg,Not Confirmed,135
2014,Duval,11-Edinburg,Confirmed Victim,29
2014,Hidalgo,11-Edinburg,Not Confirmed,8236
2014,Hidalgo,11-Edinburg,Confirmed Victim,2144
2014,Jim Hogg,11-Edinburg,Not Confirmed,81
2014,Jim Hogg,11-Edinburg,Confirmed Victim,34
2014,Jim Wells,11-Edinburg,Not Confirmed,510
2014,Jim Wells,11-Edinburg,Confirmed Victim,77
2014,Kleberg,11-Edinburg,Not Confirmed,311
2014,Kleberg,11-Edinburg,Confirmed Victim,120
2014,Live Oak,11-Edinburg,Not Confirmed,81
2014,Live Oak,11-Edinburg,Confirmed Victim,48
2014,McMullen,11-Edinburg,Not Confirmed,4
2014,McMullen,11-Edinburg,Confirmed Victim,9
2014,Nueces,11-Edinburg,Not Confirmed,4371
2014,Nueces,11-Edinburg,Confirmed Victim,1308
2014,Refugio,11-Edinburg,Not Confirmed,60
2014,Refugio,11-Edinburg,Confirmed Victim,27
2014,San Patricio,11-Edinburg,Not Confirmed,993
2014,San Patricio,11-Edinburg,Confirmed Victim,357
2014,Starr,11-Edinburg,Not Confirmed,361
2014,Starr,11-Edinburg,Confirmed Victim,167
2014,Webb,11-Edinburg,Not Confirmed,2388
2014,Webb,11-Edinburg,Confirmed Victim,642
2014,Willacy,11-Edinburg,Not Confirmed,282
2014,Willacy,11-Edinburg,Confirmed Victim,170
2014,Zapata,11-Edinburg,Not Confirmed,130
2014,Zapata,11-Edinburg,Confirmed Victim,59
2014,Out of State,Out of State,Not Confirmed,41
2014,Out of State,Out of State,Confirmed Victim,10
2013,Armstrong,1-Lubbock,Not Confirmed,21
2013,Armstrong,1-Lubbock,Confirmed Victim,3
2013,Bailey,1-Lubbock,Not Confirmed,52
2013,Bailey,1-Lubbock,Confirmed Victim,20
2013,Briscoe,1-Lubbock,Not Confirmed,11
2013,Carson,1-Lubbock,Not Confirmed,55
2013,Carson,1-Lubbock,Confirmed Victim,8
2013,Castro,1-Lubbock,Not Confirmed,44
2013,Castro,1-Lubbock,Confirmed Victim,53
2013,Childress,1-Lubbock,Not Confirmed,62
2013,Childress,1-Lubbock,Confirmed Victim,25
2013,Cochran,1-Lubbock,Not Confirmed,18
2013,Cochran,1-Lubbock,Confirmed Victim,24
2013,Collingsworth,1-Lubbock,Not Confirmed,22
2013,Collingsworth,1-Lubbock,Confirmed Victim,11
2013,Crosby,1-Lubbock,Not Confirmed,76
2013,Crosby,1-Lubbock,Confirmed Victim,37
2013,Dallam,1-Lubbock,Not Confirmed,83
2013,Dallam,1-Lubbock,Confirmed Victim,29
2013,Deaf Smith,1-Lubbock,Not Confirmed,194
2013,Deaf Smith,1-Lubbock,Confirmed Victim,77
2013,Dickens,1-Lubbock,Not Confirmed,40
2013,Dickens,1-Lubbock,Confirmed Victim,11
2013,Donley,1-Lubbock,Not Confirmed,33
2013,Donley,1-Lubbock,Confirmed Victim,10
2013,Floyd,1-Lubbock,Not Confirmed,77
2013,Floyd,1-Lubbock,Confirmed Victim,34
2013,Garza,1-Lubbock,Not Confirmed,35
2013,Garza,1-Lubbock,Confirmed Victim,63
2013,Gray,1-Lubbock,Not Confirmed,268
2013,Gray,1-Lubbock,Confirmed Victim,101
2013,Hale,1-Lubbock,Not Confirmed,363
2013,Hale,1-Lubbock,Confirmed Victim,166
2013,Hall,1-Lubbock,Not Confirmed,24
2013,Hall,1-Lubbock,Confirmed Victim,10
2013,Hansford,1-Lubbock,Not Confirmed,57
2013,Hansford,1-Lubbock,Confirmed Victim,3
2013,Hartley,1-Lubbock,Not Confirmed,14
2013,Hartley,1-Lubbock,Confirmed Victim,5
2013,Hemphill,1-Lubbock,Not Confirmed,9
2013,Hemphill,1-Lubbock,Confirmed Victim,7
2013,Hockley,1-Lubbock,Not Confirmed,244
2013,Hockley,1-Lubbock,Confirmed Victim,139
2013,Hutchinson,1-Lubbock,Not Confirmed,299
2013,Hutchinson,1-Lubbock,Confirmed Victim,55
2013,King,1-Lubbock,Not Confirmed,1
2013,Lamb,1-Lubbock,Not Confirmed,157
2013,Lamb,1-Lubbock,Confirmed Victim,63
2013,Lipscomb,1-Lubbock,Not Confirmed,19
2013,Lipscomb,1-Lubbock,Confirmed Victim,8
2013,Lubbock,1-Lubbock,Not Confirmed,2849
2013,Lubbock,1-Lubbock,Confirmed Victim,1354
2013,Lynn,1-Lubbock,Not Confirmed,50
2013,Lynn,1-Lubbock,Confirmed Victim,29
2013,Moore,1-Lubbock,Not Confirmed,211
2013,Moore,1-Lubbock,Confirmed Victim,68
2013,Motley,1-Lubbock,Not Confirmed,2
2013,Motley,1-Lubbock,Confirmed Victim,3
2013,Ochiltree,1-Lubbock,Not Confirmed,80
2013,Ochiltree,1-Lubbock,Confirmed Victim,41
2013,Oldham,1-Lubbock,Not Confirmed,18
2013,Parmer,1-Lubbock,Not Confirmed,52
2013,Parmer,1-Lubbock,Confirmed Victim,18
2013,Potter,1-Lubbock,Not Confirmed,1693
2013,Potter,1-Lubbock,Confirmed Victim,674
2013,Randall,1-Lubbock,Not Confirmed,843
2013,Randall,1-Lubbock,Confirmed Victim,304
2013,Roberts,1-Lubbock,Not Confirmed,6
2013,Roberts,1-Lubbock,Confirmed Victim,1
2013,Sherman,1-Lubbock,Not Confirmed,13
2013,Sherman,1-Lubbock,Confirmed Victim,2
2013,Swisher,1-Lubbock,Not Confirmed,58
2013,Swisher,1-Lubbock,Confirmed Victim,28
2013,Terry,1-Lubbock,Not Confirmed,116
2013,Terry,1-Lubbock,Confirmed Victim,77
2013,Wheeler,1-Lubbock,Not Confirmed,43
2013,Wheeler,1-Lubbock,Confirmed Victim,22
2013,Yoakum,1-Lubbock,Not Confirmed,53
2013,Yoakum,1-Lubbock,Confirmed Victim,27
2013,Archer,2-Abilene,Not Confirmed,53
2013,Archer,2-Abilene,Confirmed Victim,9
2013,Baylor,2-Abilene,Not Confirmed,30
2013,Baylor,2-Abilene,Confirmed Victim,16
2013,Brown,2-Abilene,Not Confirmed,366
2013,Brown,2-Abilene,Confirmed Victim,134
2013,Callahan,2-Abilene,Not Confirmed,126
2013,Callahan,2-Abilene,Confirmed Victim,27
2013,Clay,2-Abilene,Not Confirmed,65
2013,Clay,2-Abilene,Confirmed Victim,18
2013,Coleman,2-Abilene,Not Confirmed,88
2013,Coleman,2-Abilene,Confirmed Victim,73
2013,Comanche,2-Abilene,Not Confirmed,122
2013,Comanche,2-Abilene,Confirmed Victim,28
2013,Cottle,2-Abilene,Not Confirmed,14
2013,Cottle,2-Abilene,Confirmed Victim,6
2013,Eastland,2-Abilene,Not Confirmed,166
2013,Eastland,2-Abilene,Confirmed Victim,42
2013,Fisher,2-Abilene,Not Confirmed,37
2013,Fisher,2-Abilene,Confirmed Victim,10
2013,Foard,2-Abilene,Not Confirmed,6
2013,Foard,2-Abilene,Confirmed Victim,9
2013,Hardeman,2-Abilene,Not Confirmed,47
2013,Hardeman,2-Abilene,Confirmed Victim,22
2013,Haskell,2-Abilene,Not Confirmed,43
2013,Haskell,2-Abilene,Confirmed Victim,15
2013,Jack,2-Abilene,Not Confirmed,64
2013,Jack,2-Abilene,Confirmed Victim,28
2013,Jones,2-Abilene,Not Confirmed,165
2013,Jones,2-Abilene,Confirmed Victim,77
2013,Kent,2-Abilene,Not Confirmed,4
2013,Kent,2-Abilene,Confirmed Victim,1
2013,Knox,2-Abilene,Not Confirmed,36
2013,Knox,2-Abilene,Confirmed Victim,9
2013,Mitchell,2-Abilene,Not Confirmed,98
2013,Mitchell,2-Abilene,Confirmed Victim,64
2013,Montague,2-Abilene,Not Confirmed,205
2013,Montague,2-Abilene,Confirmed Victim,97
2013,Nolan,2-Abilene,Not Confirmed,239
2013,Nolan,2-Abilene,Confirmed Victim,117
2013,Runnels,2-Abilene,Not Confirmed,80
2013,Runnels,2-Abilene,Confirmed Victim,48
2013,Scurry,2-Abilene,Not Confirmed,182
2013,Scurry,2-Abilene,Confirmed Victim,91
2013,Shackelford,2-Abilene,Not Confirmed,17
2013,Stephens,2-Abilene,Not Confirmed,86
2013,Stephens,2-Abilene,Confirmed Victim,27
2013,Stonewall,2-Abilene,Not Confirmed,22
2013,Stonewall,2-Abilene,Confirmed Victim,6
2013,Taylor,2-Abilene,Not Confirmed,1815
2013,Taylor,2-Abilene,Confirmed Victim,852
2013,Throckmorton,2-Abilene,Not Confirmed,8
2013,Throckmorton,2-Abilene,Confirmed Victim,5
2013,Wichita,2-Abilene,Not Confirmed,1491
2013,Wichita,2-Abilene,Confirmed Victim,651
2013,Wilbarger,2-Abilene,Not Confirmed,137
2013,Wilbarger,2-Abilene,Confirmed Victim,49
2013,Young,2-Abilene,Not Confirmed,212
2013,Young,2-Abilene,Confirmed Victim,52
2013,Collin,3-Arlington,Not Confirmed,3242
2013,Collin,3-Arlington,Confirmed Victim,1168
2013,Cooke,3-Arlington,Not Confirmed,437
2013,Cooke,3-Arlington,Confirmed Victim,208
2013,Dallas,3-Arlington,Not Confirmed,16674
2013,Dallas,3-Arlington,Confirmed Victim,5505
2013,Denton,3-Arlington,Not Confirmed,3571
2013,Denton,3-Arlington,Confirmed Victim,898
2013,Ellis,3-Arlington,Not Confirmed,1112
2013,Ellis,3-Arlington,Confirmed Victim,257
2013,Erath,3-Arlington,Not Confirmed,216
2013,Erath,3-Arlington,Confirmed Victim,141
2013,Fannin,3-Arlington,Not Confirmed,306
2013,Fannin,3-Arlington,Confirmed Victim,91
2013,Grayson,3-Arlington,Not Confirmed,1172
2013,Grayson,3-Arlington,Confirmed Victim,559
2013,Hood,3-Arlington,Not Confirmed,422
2013,Hood,3-Arlington,Confirmed Victim,279
2013,Hunt,3-Arlington,Not Confirmed,849
2013,Hunt,3-Arlington,Confirmed Victim,322
2013,Johnson,3-Arlington,Not Confirmed,1399
2013,Johnson,3-Arlington,Confirmed Victim,674
2013,Kaufman,3-Arlington,Not Confirmed,621
2013,Kaufman,3-Arlington,Confirmed Victim,223
2013,Navarro,3-Arlington,Not Confirmed,435
2013,Navarro,3-Arlington,Confirmed Victim,125
2013,Palo Pinto,3-Arlington,Not Confirmed,344
2013,Palo Pinto,3-Arlington,Confirmed Victim,198
2013,Parker,3-Arlington,Not Confirmed,1040
2013,Parker,3-Arlington,Confirmed Victim,373
2013,Rockwall,3-Arlington,Not Confirmed,352
2013,Rockwall,3-Arlington,Confirmed Victim,84
2013,Somervell,3-Arlington,Not Confirmed,61
2013,Somervell,3-Arlington,Confirmed Victim,40
2013,Tarrant,3-Arlington,Not Confirmed,13975
2013,Tarrant,3-Arlington,Confirmed Victim,5689
2013,Wise,3-Arlington,Not Confirmed,443
2013,Wise,3-Arlington,Confirmed Victim,172
2013,Anderson,4-Tyler,Not Confirmed,426
2013,Anderson,4-Tyler,Confirmed Victim,174
2013,Bowie,4-Tyler,Not Confirmed,903
2013,Bowie,4-Tyler,Confirmed Victim,252
2013,Camp,4-Tyler,Not Confirmed,132
2013,Camp,4-Tyler,Confirmed Victim,67
2013,Cass,4-Tyler,Not Confirmed,313
2013,Cass,4-Tyler,Confirmed Victim,89
2013,Cherokee,4-Tyler,Not Confirmed,448
2013,Cherokee,4-Tyler,Confirmed Victim,145
2013,Delta,4-Tyler,Not Confirmed,47
2013,Delta,4-Tyler,Confirmed Victim,16
2013,Franklin,4-Tyler,Not Confirmed,51
2013,Franklin,4-Tyler,Confirmed Victim,29
2013,Gregg,4-Tyler,Not Confirmed,1124
2013,Gregg,4-Tyler,Confirmed Victim,506
2013,Harrison,4-Tyler,Not Confirmed,566
2013,Harrison,4-Tyler,Confirmed Victim,241
2013,Henderson,4-Tyler,Not Confirmed,739
2013,Henderson,4-Tyler,Confirmed Victim,252
2013,Hopkins,4-Tyler,Not Confirmed,301
2013,Hopkins,4-Tyler,Confirmed Victim,68
2013,Lamar,4-Tyler,Not Confirmed,550
2013,Lamar,4-Tyler,Confirmed Victim,156
2013,Marion,4-Tyler,Not Confirmed,164
2013,Marion,4-Tyler,Confirmed Victim,92
2013,Morris,4-Tyler,Not Confirmed,151
2013,Morris,4-Tyler,Confirmed Victim,48
2013,Panola,4-Tyler,Not Confirmed,198
2013,Panola,4-Tyler,Confirmed Victim,51
2013,Rains,4-Tyler,Not Confirmed,97
2013,Rains,4-Tyler,Confirmed Victim,20
2013,Red River,4-Tyler,Not Confirmed,75
2013,Red River,4-Tyler,Confirmed Victim,45
2013,Rusk,4-Tyler,Not Confirmed,407
2013,Rusk,4-Tyler,Confirmed Victim,178
2013,Smith,4-Tyler,Not Confirmed,1481
2013,Smith,4-Tyler,Confirmed Victim,506
2013,Titus,4-Tyler,Not Confirmed,226
2013,Titus,4-Tyler,Confirmed Victim,64
2013,Upshur,4-Tyler,Not Confirmed,415
2013,Upshur,4-Tyler,Confirmed Victim,122
2013,Van Zandt,4-Tyler,Not Confirmed,480
2013,Van Zandt,4-Tyler,Confirmed Victim,153
2013,Wood,4-Tyler,Not Confirmed,312
2013,Wood,4-Tyler,Confirmed Victim,145
2013,Angelina,5-Beaumont,Not Confirmed,847
2013,Angelina,5-Beaumont,Confirmed Victim,281
2013,Hardin,5-Beaumont,Not Confirmed,410
2013,Hardin,5-Beaumont,Confirmed Victim,126
2013,Houston,5-Beaumont,Not Confirmed,150
2013,Houston,5-Beaumont,Confirmed Victim,73
2013,Jasper,5-Beaumont,Not Confirmed,370
2013,Jasper,5-Beaumont,Confirmed Victim,93
2013,Jefferson,5-Beaumont,Not Confirmed,2103
2013,Jefferson,5-Beaumont,Confirmed Victim,537
2013,Nacogdoches,5-Beaumont,Not Confirmed,414
2013,Nacogdoches,5-Beaumont,Confirmed Victim,126
2013,Newton,5-Beaumont,Not Confirmed,97
2013,Newton,5-Beaumont,Confirmed Victim,20
2013,Orange,5-Beaumont,Not Confirmed,1004
2013,Orange,5-Beaumont,Confirmed Victim,340
2013,Polk,5-Beaumont,Not Confirmed,402
2013,Polk,5-Beaumont,Confirmed Victim,139
2013,Sabine,5-Beaumont,Not Confirmed,68
2013,Sabine,5-Beaumont,Confirmed Victim,13
2013,San Augustine,5-Beaumont,Not Confirmed,78
2013,San Augustine,5-Beaumont,Confirmed Victim,26
2013,San Jacinto,5-Beaumont,Not Confirmed,297
2013,San Jacinto,5-Beaumont,Confirmed Victim,99
2013,Shelby,5-Beaumont,Not Confirmed,233
2013,Shelby,5-Beaumont,Confirmed Victim,80
2013,Trinity,5-Beaumont,Not Confirmed,145
2013,Trinity,5-Beaumont,Confirmed Victim,50
2013,Tyler,5-Beaumont,Not Confirmed,182
2013,Tyler,5-Beaumont,Confirmed Victim,48
2013,Austin,6-Houston,Not Confirmed,148
2013,Austin,6-Houston,Confirmed Victim,71
2013,Brazoria,6-Houston,Not Confirmed,1711
2013,Brazoria,6-Houston,Confirmed Victim,522
2013,Chambers,6-Houston,Not Confirmed,226
2013,Chambers,6-Houston,Confirmed Victim,53
2013,Colorado,6-Houston,Not Confirmed,152
2013,Colorado,6-Houston,Confirmed Victim,41
2013,Fort Bend,6-Houston,Not Confirmed,2228
2013,Fort Bend,6-Houston,Confirmed Victim,558
2013,Galveston,6-Houston,Not Confirmed,2287
2013,Galveston,6-Houston,Confirmed Victim,603
2013,Harris,6-Houston,Not Confirmed,25454
2013,Harris,6-Houston,Confirmed Victim,5930
2013,Liberty,6-Houston,Not Confirmed,705
2013,Liberty,6-Houston,Confirmed Victim,334
2013,Matagorda,6-Houston,Not Confirmed,276
2013,Matagorda,6-Houston,Confirmed Victim,91
2013,Montgomery,6-Houston,Not Confirmed,2935
2013,Montgomery,6-Houston,Confirmed Victim,624
2013,Walker,6-Houston,Not Confirmed,290
2013,Walker,6-Houston,Confirmed Victim,91
2013,Waller,6-Houston,Not Confirmed,306
2013,Waller,6-Houston,Confirmed Victim,108
2013,Wharton,6-Houston,Not Confirmed,277
2013,Wharton,6-Houston,Confirmed Victim,91
2013,Bastrop,7-Austin,Not Confirmed,628
2013,Bastrop,7-Austin,Confirmed Victim,260
2013,Bell,7-Austin,Not Confirmed,3943
2013,Bell,7-Austin,Confirmed Victim,1100
2013,Blanco,7-Austin,Not Confirmed,85
2013,Blanco,7-Austin,Confirmed Victim,17
2013,Bosque,7-Austin,Not Confirmed,129
2013,Bosque,7-Austin,Confirmed Victim,51
2013,Brazos,7-Austin,Not Confirmed,1131
2013,Brazos,7-Austin,Confirmed Victim,402
2013,Burleson,7-Austin,Not Confirmed,127
2013,Burleson,7-Austin,Confirmed Victim,24
2013,Burnet,7-Austin,Not Confirmed,317
2013,Burnet,7-Austin,Confirmed Victim,117
2013,Caldwell,7-Austin,Not Confirmed,334
2013,Caldwell,7-Austin,Confirmed Victim,127
2013,Coryell,7-Austin,Not Confirmed,943
2013,Coryell,7-Austin,Confirmed Victim,282
2013,Falls,7-Austin,Not Confirmed,112
2013,Falls,7-Austin,Confirmed Victim,26
2013,Fayette,7-Austin,Not Confirmed,159
2013,Fayette,7-Austin,Confirmed Victim,41
2013,Freestone,7-Austin,Not Confirmed,144
2013,Freestone,7-Austin,Confirmed Victim,36
2013,Grimes,7-Austin,Not Confirmed,161
2013,Grimes,7-Austin,Confirmed Victim,56
2013,Hamilton,7-Austin,Not Confirmed,64
2013,Hamilton,7-Austin,Confirmed Victim,35
2013,Hays,7-Austin,Not Confirmed,1203
2013,Hays,7-Austin,Confirmed Victim,283
2013,Hill,7-Austin,Not Confirmed,340
2013,Hill,7-Austin,Confirmed Victim,112
2013,Lampasas,7-Austin,Not Confirmed,234
2013,Lampasas,7-Austin,Confirmed Victim,73
2013,Lee,7-Austin,Not Confirmed,159
2013,Lee,7-Austin,Confirmed Victim,57
2013,Leon,7-Austin,Not Confirmed,131
2013,Leon,7-Austin,Confirmed Victim,68
2013,Limestone,7-Austin,Not Confirmed,206
2013,Limestone,7-Austin,Confirmed Victim,40
2013,Llano,7-Austin,Not Confirmed,153
2013,Llano,7-Austin,Confirmed Victim,55
2013,Madison,7-Austin,Not Confirmed,79
2013,Madison,7-Austin,Confirmed Victim,44
2013,McLennan,7-Austin,Not Confirmed,2366
2013,McLennan,7-Austin,Confirmed Victim,771
2013,Milam,7-Austin,Not Confirmed,254
2013,Milam,7-Austin,Confirmed Victim,120
2013,Mills,7-Austin,Not Confirmed,38
2013,Mills,7-Austin,Confirmed Victim,10
2013,Robertson,7-Austin,Not Confirmed,115
2013,Robertson,7-Austin,Confirmed Victim,38
2013,San Saba,7-Austin,Not Confirmed,44
2013,San Saba,7-Austin,Confirmed Victim,14
2013,Travis,7-Austin,Not Confirmed,8910
2013,Travis,7-Austin,Confirmed Victim,2645
2013,Washington,7-Austin,Not Confirmed,183
2013,Washington,7-Austin,Confirmed Victim,69
2013,Williamson,7-Austin,Not Confirmed,2402
2013,Williamson,7-Austin,Confirmed Victim,690
2013,Atascosa,8-San Antonio,Not Confirmed,353
2013,Atascosa,8-San Antonio,Confirmed Victim,266
2013,Bandera,8-San Antonio,Not Confirmed,128
2013,Bandera,8-San Antonio,Confirmed Victim,62
2013,Bexar,8-San Antonio,Not Confirmed,16138
2013,Bexar,8-San Antonio,Confirmed Victim,5846
2013,Calhoun,8-San Antonio,Not Confirmed,170
2013,Calhoun,8-San Antonio,Confirmed Victim,69
2013,Comal,8-San Antonio,Not Confirmed,702
2013,Comal,8-San Antonio,Confirmed Victim,377
2013,DeWitt,8-San Antonio,Not Confirmed,244
2013,DeWitt,8-San Antonio,Confirmed Victim,46
2013,Dimmit,8-San Antonio,Not Confirmed,124
2013,Dimmit,8-San Antonio,Confirmed Victim,30
2013,Edwards,8-San Antonio,Not Confirmed,7
2013,Edwards,8-San Antonio,Confirmed Victim,7
2013,Frio,8-San Antonio,Not Confirmed,178
2013,Frio,8-San Antonio,Confirmed Victim,79
2013,Gillespie,8-San Antonio,Not Confirmed,111
2013,Gillespie,8-San Antonio,Confirmed Victim,49
2013,Goliad,8-San Antonio,Not Confirmed,68
2013,Goliad,8-San Antonio,Confirmed Victim,10
2013,Gonzales,8-San Antonio,Not Confirmed,149
2013,Gonzales,8-San Antonio,Confirmed Victim,58
2013,Guadalupe,8-San Antonio,Not Confirmed,984
2013,Guadalupe,8-San Antonio,Confirmed Victim,311
2013,Jackson,8-San Antonio,Not Confirmed,91
2013,Jackson,8-San Antonio,Confirmed Victim,30
