"fips","Name","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total Traffic Fatalities","Total Traffic Fatalities BAC gt 08","Percent Traffic Fatalities BAC gt 08","Traffic_Fatalities_per_100k","Total.number.of.waivered.providers","Patient.capacity","High.need.for.treatment.services","Low.to.no.patient.capacity","Frequent_Mental_Distress","Average_Bad_MH_Days","Deaths_Suicide","Suicide_Rate_AA","Perc_Food_Insecure","Perc_Limited_Acc_Healthy_Foods","Perc_Physically_Inactive","Perc_With_Acc_Exercise","Income_80th","Income_20th","Income_Ratio","Perc_Severe_Housing_Issues","Dev2019","I_35","percent_comp"
"48153","Floyd","17.699999999999999","29.5",,0,15.6489,2.1628,1.7812,5837,,,"     3.9",5786,"0",0,"0",0,"3",51.8,"1",17.3,"1",17.3,"3",51.8,,,,,,6,"TX",6,6,28.6,,5.60903369122547,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,17.2830971310059,"0","0","Yes","Yes",14,4.4,,,13,4,36,75,93014,20651,4.5,15,0.498320036,"Non I-35 Corridor",0.844155844155844
"48155","Foard","16.800000000000001","29.899999999999999",,0,21.3439,7.5099,,1200,,,"     2.4",1240,"0",0,"0",0,"0",0,"2",161.3,"1",80.6,"0",0,,,,,,9,"TX",6,10,51.7,,8.0365296803653,21.9790354371071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"0","0","No","Yes",16,4.9,,,14,41,31,0,90611,20929,4.3,7,0.342822038,"Non I-35 Corridor",0.779220779220779
"48157","Fort Bend","7.4000000000000004","9.4000000000000004",1.2157,0.2998,13.7463,1.7153,3.1333,787858,987,2847,"     4.0",840383,"122",14.5,"175",20.8,"573",68.2,"46",5.5,"256",30.5,"539",64.1,"Metropolitan Statistical Area","Central","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,20.7,4.2538761927565,3.23914441180438,13.6341407895088,959,0,0,16,156,0,0,5,114.11463582676,0,0,1.90389381984167,18.5629647434563,0,0,0.594966818700521,52,6.2,38,18,48,4.52174782212396,"31","2,365","No","Yes",11,3.6,404,10,10,6,26,90,179564,45085,4,14,13.09895804,"Non I-35 Corridor",0.987012987012987
"48159","Franklin","12.9","20.399999999999999",1.5532,0.7168,19.6535,2.7479,4.0024,10766,34,46,"     3.0",10924,"2",18.3,"1",9.2,"3",27.5,"1",9.2,"4",36.6,"3",27.5,,,,,,7,"TX",6,9,28.3,,6.90221063809248,20.7215860486031,6,0,0,0,0,0,0,0,54.9249359209081,0,0,0,0,0,0,0,0,0,2,2,100,18.308311973636,"0","0","No","Yes",14,4.4,11,21,14,21,26,20,124489,31696,3.9,14,1.916912655,"Non I-35 Corridor",0.909090909090909
"48161","Freestone","13.300000000000001","16.699999999999999",1.6886,,18.5366,3.2645,2.7017,19808,56,47,"     5.5",19860,"0",0,"0",0,"7",35.2,"0",0,"1",5,"9",45.3,,,,,,7,"TX",6,9,12.1,,6.71468999228197,20.4605266451836,12,0,0,0,0,0,0,0,60.4229607250755,0,0,0,0,0,0,0,0,0,8,1,18,40.281973816717,"0","0","No","Yes",16,4.9,24,24,17,9,33,29,113428,20667,5.5,13,2.601905831,"Non I-35 Corridor",0.896103896103896
"48163","Frio","22.300000000000001","28.800000000000001",2.2606,,13.8298,2.3936,4.7872,19816,348,48,"     3.3",20023,"0",0,"2",10,"3",15,"0",0,"1",5,"10",49.9,"Micropolitan Statistical Area","Central","37770","Pearsall, TX","Micropolitan Statistical Area-Central",6,"TX",6,4,9.4,,3.25809083491977,23.8479003310204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,1,37,14.9827698147131,"2","60","No","Yes",15,4.4,,,15,12,40,86,97353,15207,6.4,16,0.771273567,"Non I-35 Corridor",0.935064935064935
"48165","Gaines","11.1","19.800000000000001",1.2295,,15.4372,1.776,1.571,20901,21,17,"     2.8",22121,"1",4.5,"0",0,"3",13.6,"1",4.5,"1",4.5,"8",36.2,,,,,,7,"TX",6,9,10.7,,1.92147421057505,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,34,22.6029564667058,"3","405","No","No",16,4.8,,,13,1,36,45,123952,22966,5.4,14,0.795724298,"Non I-35 Corridor",0.87012987012987
"48167","Galveston","9.9000000000000004","14.1",2.7056,0.1521,18.4759,3.3869,3.0529,337890,1123,832,"     4.6",355196,"79",22.2,"71",20,"191",53.8,"42",11.8,"92",25.9,"245",69,"Metropolitan Statistical Area","Central","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,41.2,19.1056284611129,6.77251755151391,15.7238751649857,70,0,0,64,225,0,0,137,19.7074291377155,0,0,18.0182209259113,63.345307942657,0,0,38.5702541695289,28,7.9,40,19,46,11.2613880786946,"29","2,165","No","No",14,4.3,268,16,14,9,30,87,150999,28223,5.4,15,7.754100793,"Non I-35 Corridor",0.987012987012987
"48169","Garza","20.600000000000001","23.399999999999999",,0,16.4659,,,6578,65.67,46.25,"     3.1",6784,"2",29.5,"0",0,"3",44.2,"1",14.7,"1",14.7,"2",29.5,,,,,,6,"TX",6,6,2,,3.62792297111417,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"0","0","No","Yes",15,4.4,,,16,5,38,,91313,16767,5.4,8,0.294324509,"Non I-35 Corridor",0.779220779220779
"48171","Gillespie","9.1999999999999993","15.199999999999999",1.7752,,17.0867,1.5375,1.4424,26804,10,4,"     2.4",26191,"5",19.1,"5",19.1,"14",53.5,"2",7.6,"7",26.7,"30",114.5,"Micropolitan Statistical Area","Central","23240","Fredericksburg, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,72,44.9017773620206,8.18334892422825,21.7678442597389,4,0,0,0,0,0,0,0,15.2724218242908,0,0,0,0,0,0,0,1,3.8,4,1,20,15.2724218242908,"2","60","No","Yes",13,4.2,31,18,13,3,27,66,119352,27311,4.4,15,0.687513683,"Non I-35 Corridor",0.974025974025974
"48173","Glasscock","7.2999999999999998","9.9000000000000004",,0,7.362,,0,1388,1,,"     2.8",1365,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,,,,,,8,"TX",5,5,,,4.92831541218638,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,18,659.340659340659,"0","0","No","Yes",15,4.5,,,11,36,33,,172500,22159,7.8,10,1.164332668,"Non I-35 Corridor",0.818181818181818
"48175","Goliad","13.199999999999999","20.800000000000001",2.193,,17.3684,3.4211,2.807,7584,30,14,"     4.5",7717,"1",13,"1",13,"7",90.7,"0",0,"2",25.9,"1",13,"Metropolitan Statistical Area","Outlying","47020","Victoria, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,4.7,,7.58699372504278,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33,38.8752105740573,"0","0","No","Yes",14,4.5,,,14,10,31,47,120172,17548,6.8,8,0.499808231,"Non I-35 Corridor",0.935064935064935
"48177","Gonzales","14.300000000000001","22.300000000000001",1.4974,,13.5135,1.8992,2.1183,20826,93,65,"     2.7",21347,"3",14.1,"1",4.7,"5",23.4,"1",4.7,"4",18.7,"9",42.2,,,,,,6,"TX",6,4,13.7,,5.84643565867806,19.5224091410637,42,0,0,0,0,0,0,0,196.748957698974,0,0,0,0,0,0,0,0,0,4,0,3,18.7379959713309,"0","0","No","Yes",15,4.6,16,16,14,17,37,39,106401,23132,4.6,17,1.13751,"Non I-35 Corridor",0.896103896103896
"48179","Gray","14.199999999999999","18",1.7705,,16.3773,4.4603,2.9282,21895,56,49,"     4.5",24252,"3",12.4,"1",4.1,"12",49.5,"6",24.7,"4",16.5,"12",49.5,"Micropolitan Statistical Area","Central","37420","Pampa, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,67.8,,6.34569180760352,23.2821360230446,80,0,0,81,143,0,0,75,329.86970146792,0,0,333.993072736269,589.642091373907,0,0,309.252845126175,0,0,7,1,20,28.863598878443,"1","30","Yes","Yes",16,4.8,20,18,16,8,34,88,104120,22397,4.6,14,0.91653735,"Non I-35 Corridor",0.961038961038961
"48181","Grayson","13.6","20.800000000000001",2.093,0.1763,19.5803,4.1474,2.8531,133991,379,277,"     3.3",131710,"36",27.3,"21",15.9,"94",71.4,"23",17.5,"46",34.9,"124",94.1,"Metropolitan Statistical Area","Central","43300","Sherman-Denison, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,64.4,2.21331975830548,7.57324243966859,24.2695182561874,530,0,0,11,384,0,0,6,402.399210386455,0,0,8.3516817250019,291.549616581884,0,0,4.55546275909194,6,4.6,21,6,27,15.9441196568218,"12","815","No","No",15,4.8,129,19,16,6,28,69,107549,25847,4.2,14,2.975748381,"Non I-35 Corridor",0.987012987012987
"48183","Gregg","18.100000000000001","26.300000000000001",1.8127,0.1678,19.2414,3.2226,3.1286,123707,697,497,"     4.4",125730,"49",39,"35",27.8,"106",84.3,"32",25.5,"44",35,"150",119.3,"Metropolitan Statistical Area","Central","30980","Longview, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,105,6.43920186092934,6.62271911396582,21.7248544096947,173,0,0,173,341,0,0,172,137.596436809035,0,0,137.596436809035,271.216097987752,0,0,136.801081682971,12,9.5,26,9,34,20.6792332776585,"8","765","No","No",16,4.9,99,16,17,10,32,82,103887,23371,4.4,16,14.42920692,"Non I-35 Corridor",0.987012987012987
"48185","Grimes","15.300000000000001","20.600000000000001",1.8556,,19.4405,2.5978,2.5121,28360,72,58,"     4.6",28930,"3",10.4,"1",3.5,"9",31.1,"2",6.9,"0",0,"14",48.4,,,,,,6,"TX",6,4,9.4,,5.67514008473418,18.638750910759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,37,55.3059108192188,"0","0","No","Yes",16,4.8,27,17,15,12,34,39,112426,24974,4.5,13,1.606672446,"Non I-35 Corridor",0.896103896103896
"48187","Guadalupe","8.5","10.699999999999999",1.6491,0.107,15.4592,2.864,2.1653,163694,364,250,"     3.1",170266,"25",14.7,"47",27.6,"111",65.2,"19",11.2,"80",47,"61",35.8,"Metropolitan Statistical Area","Central","41700","San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,18.9,10.4223362245666,9.59955068150498,13.9921694993973,10,0,0,0,0,0,0,0,5.87316316821914,0,0,0,0,0,0,0,6,3.5,15,8,54,8.80974475232871,"7","910","No","No",13,4.1,118,15,11,12,28,69,133220,36609,3.6,12,3.551898582,"I-35 Corridor",0.987012987012987
"48189","Hale","17.600000000000001","24.600000000000001",1.9462,,19.4333,2.1179,2.5758,33830,95,56,"     4.3",33202,"11",33.1,"3",9,"37",111.4,"7",21.1,"4",12,"19",57.2,"Micropolitan Statistical Area","Central","38380","Plainview, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,29.2,9.22452493696575,4.01881803087141,27.2771567106247,115,19,0,24,0,0,0,24,346.364676826697,57.2254683452804,0,72.2848021203542,0,0,0,72.2848021203542,1,3,5,1,12,15.0593337750738,"0","0","No","Yes",14,4.4,19,12,14,8,35,73,87703,19784,4.4,17,1.142777401,"Non I-35 Corridor",0.974025974025974
"48191","Hall","18.600000000000001","36.700000000000003",1.9784,0,14.7482,2.518,,3028,5,8,"     3.4",3305,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,,,,,,9,"TX",6,12,15.9,,6.44247787610619,23.2821360230446,0,1,0,0,0,0,0,0,0,30.2571860816944,0,0,0,0,0,0,0,0,,,,,"0","0","No","Yes",17,5,,,19,13,38,29,82615,19333,4.3,12,0.309074,"Non I-35 Corridor",0.818181818181818
"48193","Hamilton","14.699999999999999","20.899999999999999",2.4496,,23.5591,1.9452,3.17,8484,12,13,"     2.9",8220,"4",48.7,"1",12.2,"5",60.8,"2",24.3,"1",12.2,"10",121.7,,,,,,6,"TX",6,6,49.8,,8.08805643395768,12.8642752766609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.2,4,0,10,48.661800486618,"1","30","No","Yes",16,4.9,10,27,17,12,31,26,96772,20799,4.7,16,0.650388085,"Non I-35 Corridor",0.896103896103896
"48195","Hansford","10.699999999999999","15.4",,0,14.9798,,2.0243,5463,3,3,"     2.2",5820,"0",0,"0",0,"2",34.4,"0",0,"0",0,"4",68.7,,,,,,7,"TX",6,9,5.9,,4.29517502365184,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,17.1821305841924,"0","0","No","Yes",16,4.8,,,15,4,37,62,99417,25602,3.9,12,0.450555453,"Non I-35 Corridor",0.857142857142857
"48197","Hardeman","15","23.600000000000001",2.2663,0,15.864,4.6742,1.8414,3922,8,3,"     3.3",3870,"0",0,"3",77.5,"0",0,"2",51.7,"0",0,"3",77.5,,,,,,9,"TX",6,9,37.7,,6.11439842209073,21.9790354371071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,51.6795865633075,"0","0","No","Yes",16,4.9,,,17,8,33,5,97860,20659,4.7,9,0.55199712,"Non I-35 Corridor",0.883116883116883
"48199","Hardin","10.4","12.9",1.4731,,20.0982,7.3993,2.743,57207,154,162,"     5.6",56486,"8",14.2,"2",3.5,"26",46,"18",31.9,"7",12.4,"10",17.7,"Metropolitan Statistical Area","Outlying","13140","Beaumont-Port Arthur, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,16.7,,7.38382742615283,16.871777176857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,24,19.4738519279113,"0","0","No","Yes",16,4.9,61,23,16,9,30,52,120479,24159,5,12,1.79445521,"Non I-35 Corridor",0.961038961038961
"48201","Harris","15.9","23.300000000000001",1.676,0.1996,16.064,2.7396,3.033,4698619,8673,6609,"     4.4",4978845,"993",19.9,"1,722",34.6,"3,204",64.4,"335",6.7,"1,771",35.6,"4,416",88.7,"Metropolitan Statistical Area","Central","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,37.8,10.7373585041253,3.90197298962513,21.4472845196724,16344,40,79,826,16144,21,21,518,328.268905740187,0.803399181938783,1.5867133843291,16.5901931070359,324.251909830493,0.421784570517861,0.421784570517861,10.4040194061072,549,11,421,156,37,8.45577638990569,"332","21,055","No","Yes",13,4.2,2496,11,14,6,28,90,130585,26786,4.9,20,36.8299322,"Non I-35 Corridor",0.987012987012987
"48203","Harrison","15.6","21.899999999999999",1.5785,0.1797,21.5092,3.6191,2.5154,66726,250,238,"     4.8",68247,"12",17.6,"6",8.8,"37",54.2,"9",13.2,"11",16.1,"16",23.4,"Metropolitan Statistical Area","Outlying","30980","Longview, TX","Metropolitan Statistical Area-Outlying",4,"TX",5,5,36.2,,6.34088234866863,18.6485171318054,25,2,0,6,32,1,0,5,36.6316468123141,2.93053174498513,0,8.79159523495538,46.888507919762,1.46526587249256,0,7.32632936246282,0,0,22,4,17,32.2358491948364,"1","30","No","Yes",16,4.9,64,20,16,5,31,58,100583,21897,4.6,14,3.219701839,"Non I-35 Corridor",0.974025974025974
"48205","Hartley","9.5","9.0999999999999996",,,15.8664,,,5619,15.1,9.15,"     1.5",6067,"0",0,"1",16.5,"1",16.5,"0",0,"1",16.5,"8",131.9,,,,,,7,"TX",6,11,,,3.67892976588629,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.4826108455579,"0","0","No","Yes",13,4.1,,,12,12,29,74,116910,33920,3.4,9,0.304162807,"Non I-35 Corridor",0.818181818181818
"48207","Haskell","20","25.600000000000001",1.3613,0,14.0314,1.9895,2.0942,5813,377.77,330.55,"     2.7",6197,"1",16.1,"1",16.1,"2",32.3,"2",32.3,"1",16.1,"4",64.5,,,,,,6,"TX",6,6,4.9,,5.5576070901034,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,48.4105212199451,"0","0","No","Yes",17,5.2,,,18,11,38,54,89417,19241,4.6,10,0.573104313,"Non I-35 Corridor",0.883116883116883
"48209","Hays","9.5999999999999996","9.9000000000000004",1.8166,0.0927,17.2269,3.3428,1.6621,222631,356,219,"     2.8",234896,"72",30.7,"88",37.5,"214",91.1,"27",11.5,"121",51.5,"150",63.9,"Metropolitan Statistical Area","Central","12420","Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,22.2,11.6150281871845,4.69164174275202,14.4794166088104,88,0,0,1,120,0,0,1,37.463388052585,0,0,0.425720318779375,51.086438253525,0,0,0.425720318779375,15,6.4,29,17,57,12.3458892446019,"8","380","No","Yes",13,4.1,154,13,12,2,26,79,135737,30430,4.5,19,4.115159315,"I-35 Corridor",0.987012987012987
"48211","Hemphill","9.5","14.5",,0,8.7336,,,3825,4.89,0.82,"     3.3",4644,"0",0,"0",0,"2",43.1,"1",21.5,"0",0,"6",129.2,,,,,,7,"TX",6,11,1.5,,5.52927261975163,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,43.0663221360896,"0","0","No","Yes",14,4.3,,,12,3,29,84,122786,26197,4.7,12,0.912336029,"Non I-35 Corridor",0.844155844155844
"48213","Henderson","14.199999999999999","22.600000000000001",1.9655,0.1047,20.2836,3.4397,2.3039,82299,350,389,"     3.5",81179,"10",12.3,"17",20.9,"28",34.5,"18",22.2,"5",6.2,"43",53,"Micropolitan Statistical Area","Central","11980","Athens, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,33.3,,7.61655508216677,30.9357047080994,104,0,0,4,28,0,0,0,128.111950134887,0,0,4.92738269749566,34.4916788824696,0,0,0,1,1.2,16,4,24,19.7095307899826,"2","60","No","Yes",17,5.1,95,23,17,8,33,55,99194,20265,4.9,13,2.618252655,"Non I-35 Corridor",0.974025974025974
"48215","Hidalgo","23.899999999999999","32.5",1.8611,0.1526,22.0324,3.2322,2.4125,865939,1055,936,"     7.0",870366,"126",14.5,"84",9.7,"433",49.7,"235",27,"249",28.6,"546",62.7,"Metropolitan Statistical Area","Central","32580","McAllen-Edinburg-Mission, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,17.3,5.05293523859616,2.43562962444059,32.0111930370331,183,0,0,50,286,0,0,48,21.0256374904351,0,0,5.74470969684018,32.8597394659258,0,0,5.51492130896657,23,2.6,44,19,43,5.05534453321936,"10","580","No","Yes",15,4.6,270,7,18,20,37,62,91249,16349,5.6,25,7.64749475,"Non I-35 Corridor",0.987012987012987
"48217","Hill","14","20.399999999999999",1.7277,,19.2899,2.3353,2.5441,36354,139,100,"     3.4",35673,"9",25.2,"6",16.8,"15",42,"3",8.4,"8",22.4,"12",33.6,,,,,,6,"TX",6,4,34.6,,7.37860288788538,20.4605266451836,9,0,0,0,0,0,0,0,25.2291649146413,0,0,0,0,0,0,0,0,0,12,4,33,33.6388865528551,"3","90","Yes","Yes",15,4.7,44,26,15,2,31,46,103217,24106,4.3,16,1.656012265,"Non I-35 Corridor",0.896103896103896
"48219","Hockley","12.9","19.5",1.5531,,17.6445,2.0708,2.3296,22980,75,58,"     3.7",24636,"1",4.1,"1",4.1,"15",60.9,"4",16.2,"3",12.2,"11",44.7,"Micropolitan Statistical Area","Central","30220","Levelland, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,27.7,,4.94962158146446,27.2771567106247,1,0,0,0,0,0,0,0,4.05910050332846,0,0,0,0,0,0,0,0,0,6,2,37,24.3546030199708,"0","0","No","Yes",15,4.6,21,18,14,15,35,60,102362,20835,4.9,13,0.991721141,"Non I-35 Corridor",0.961038961038961
"48221","Hood","9.4000000000000004","14.800000000000001",1.4714,,19.3042,2.0951,1.7053,60537,142,98,"     3.6",58643,"9",15.3,"9",15.3,"53",90.4,"17",29,"15",25.6,"42",71.6,"Micropolitan Statistical Area","Central","24180","Granbury, TX","Micropolitan Statistical Area-Central",1,"TX",2,1,56.8,,8.60417546024222,22.1984326839447,20,0,0,0,1,0,0,0,34.1046672237096,0,0,0,1.70523336118548,0,0,0,2,3.4,12,6,48,20.4628003342257,"3","160","No","Yes",14,4.5,70,23,14,5,26,73,132948,28673,4.6,13,3.452314344,"Non I-35 Corridor",0.961038961038961
"48223","Hopkins","12.699999999999999","18.899999999999999",1.877,,19.934,5.1964,2.8676,36810,94,83,"     3.0",37040,"4",10.8,"7",18.9,"22",59.4,"17",45.9,"17",45.9,"15",40.5,"Micropolitan Statistical Area","Central","44860","Sulphur Springs, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,42.1,8.15505477478457,6.26036371544296,20.7215860486031,41,2,0,4,9,0,0,0,110.691144708423,5.39956803455724,0,10.7991360691145,24.2980561555076,0,0,0,1,2.7,5,2,44,13.4989200863931,"0","0","No","Yes",16,4.8,44,23,16,9,32,40,106127,25256,4.2,15,2.006424022,"Non I-35 Corridor",0.974025974025974
"48225","Houston","20","27.699999999999999",1.4085,,15.4636,2.7582,2.8169,23169,92,76,"     3.4",22620,"3",13.3,"4",17.7,"11",48.6,"4",17.7,"5",22.1,"5",22.1,,,,,,7,"TX",6,9,13.2,,8.0349859512372,26.1826246976852,5,0,0,0,0,0,0,0,22.10433244916,0,0,0,0,0,0,0,0,0,4,1,18,17.683465959328,"0","0","No","Yes",17,5.1,21,20,18,14,36,54,83154,18015,4.6,18,1.116503489,"Non I-35 Corridor",0.896103896103896
"48227","Howard","15.699999999999999","17.800000000000001",2.2838,,15.9598,2.5829,2.3382,36459,58,57,"     5.4",41236,"3",7.3,"9",21.8,"10",24.3,"12",29.1,"11",26.7,"19",46.1,"Micropolitan Statistical Area","Central","13700","Big Spring, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,19.2,11.4744693057946,6.41709695926563,24.1987973451614,150,37,0,43,53,2,0,43,363.759821515181,89.7274226404113,0,104.277815501019,128.528470268697,4.85013095353575,0,104.277815501019,9,21.8,10,5,49,24.2506547676787,"6","250","No","No",15,4.5,49,28,16,12,35,79,106546,24985,4.3,15,1.681276063,"Non I-35 Corridor",0.974025974025974
"48229","Hudspeth","24.199999999999999","33.100000000000001",,0,7.4074,,,4795,107,102,"     3.7",3400,"0",0,"0",0,"0",0,"0",0,"0",0,"1",29.4,"Metropolitan Statistical Area","Outlying","21340","El Paso, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,,,6.77701436602124,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,35,382.352941176471,"1","30","No","No",17,4.9,,,17,58,44,0,61971,10578,5.9,20,0.124452128,"Non I-35 Corridor",0.896103896103896
"48231","Hunt","12.6","17.600000000000001",2.2979,0.1117,21.3437,6.814,3.5347,96493,347,215,"     3.6",95324,"13",13.6,"18",18.9,"74",77.6,"13",13.6,"36",37.8,"51",53.5,"Metropolitan Statistical Area","Outlying","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,29.3,5.00220096842611,7.10712713593981,15.1921257376671,169,1,0,15,204,0,0,12,177.290084343922,1.04905375351433,0,15.735806302715,214.006965716923,0,0,12.588645042172,11,11.5,26,10,39,27.2753975913726,"2","375","No","Yes",16,4.8,76,16,16,8,30,59,110521,23938,4.6,17,2.832146916,"Non I-35 Corridor",0.987012987012987
"48233","Hutchinson","12.1","15.4",1.5116,,15.1495,2.7545,1.9819,21198,60,49,"     4.6",21461,"0",0,"0",0,"1",4.7,"4",18.6,"2",9.3,"8",37.3,"Micropolitan Statistical Area","Central","14420","Borger, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,32.4,,6.45583741572489,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,35,18.6384604631657,"0","0","Yes","Yes",16,4.8,17,17,16,9,31,59,108541,23822,4.6,10,1.07042915,"Non I-35 Corridor",0.961038961038961
"48235","Irion","6.9000000000000004","7.4000000000000004",,0,9.6154,,0,1522,5.51,3.89,"     3.1",1508,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"Metropolitan Statistical Area","Outlying","41660","San Angelo, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,,,6.87376074025116,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,66.3129973474801,"1","30","No","No",14,4.4,,,14,26,29,54,106214,21868,4.9,21,0.827183056,"Non I-35 Corridor",0.909090909090909
"48237","Jack","13.6","18.399999999999999",1.34,0,17.7554,2.7638,2.2613,8843,15,17,"     3.8",8841,"3",33.9,"0",0,"2",22.6,"2",22.6,"0",0,"9",101.8,,,,,,6,"TX",6,4,8.5,,5.07554296506138,21.9790354371071,1,0,0,0,1,0,0,0,11.3109376767334,0,0,0,11.3109376767334,0,0,0,0,0,4,2,43,45.2437507069336,"0","0","No","Yes",16,4.9,10,23,16,16,33,52,109026,19364,5.6,12,0.753670162,"Non I-35 Corridor",0.909090909090909
"48239","Jackson","12.699999999999999","17.5",2.1708,,18.6686,1.3507,3.4732,14874,60,43,"     3.3",15899,"0",0,"0",0,"7",44,"0",0,"2",12.6,"9",56.6,,,,,,6,"TX",6,6,16.5,,5.19081932212437,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,12.5794075099063,"0","0","No","Yes",14,4.5,13,17,15,6,31,51,112269,25027,4.5,16,0.982553719,"Non I-35 Corridor",0.896103896103896
"48241","Jasper","17.300000000000001","24.899999999999999",1.739,,20.9457,7.1512,3.2044,35872,94,88,"     6.9",35525,"1",2.8,"0",0,"17",47.9,"9",25.3,"8",22.5,"15",42.2,,,,,,6,"TX",6,6,27.4,,7.2134627046695,26.2936353683472,4,0,0,1,0,0,0,0,11.2596762843068,0,0,2.81491907107671,0,0,0,0,0,0,5,3,68,14.0745953553835,"3","230","No","No",17,5.2,38,21,18,6,33,33,95075,19193,5,9,1.708383075,"Non I-35 Corridor",0.896103896103896
