"fips","Name","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","I_35","percent_comp"
"48417","Shackelford","12.5","15.800000000000001",NA,0,22.3301,2.5243,2.3301,3253,16,11,"     2.5","3,405","1",29.4,"0",0,"2",58.7,"0",0,"0",0,"1",29.4,NA,NA,NA,NA,NA,8,"TX",6,7,2.9,NA,7.37520128824477,27.9468238353729,"Non I-35 Corridor",0.789473684210526
"48419","Shelby","18","24.399999999999999",1.7165,NA,16.9577,4.4096,2.4859,25418,55,28,"     3.7","25,545","0",0,"3",11.7,"18",70.5,"6",23.5,"7",27.4,"4",15.7,NA,NA,NA,NA,NA,7,"TX",6,9,18.9,NA,6.04445924569145,26.2936353683472,"Non I-35 Corridor",0.789473684210526
"48421","Sherman","11.300000000000001","16.899999999999999",NA,0,13.1034,NA,NA,3079,2,0,"     2.2","3,276","0",0,"0",0,"0",0,"1",30.5,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,10,0.3,NA,3.95398993529835,23.2821360230446,"Non I-35 Corridor",0.736842105263158
"48423","Smith","12.699999999999999","18.199999999999999",1.7074,0.1929,18.8819,3.3899,2.5362,230221,804,421,"     3.5","235,143","72",30.6,"44",18.7,"212",90.2,"86",36.6,"72",30.6,"284",120.8,"Metropolitan Statistical Area","Central","46340","Tyler, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,99.5,2.56982426685055,6.12389122790487,18.7904566526413,"Non I-35 Corridor",0.973684210526316
"48425","Somervell","8.3000000000000007","12.800000000000001",1.5803,NA,21.9491,2.4583,2.8973,9016,40,27,"     3.4","9,294","0",0,"0",0,"5",53.8,"4",43,"3",32.3,"9",96.8,NA,NA,NA,NA,NA,1,"TX",2,1,45.7,NA,6.75719717544813,22.1984326839447,"Non I-35 Corridor",0.789473684210526
"48427","Starr","25.199999999999999","35.299999999999997",1.4763,NA,21.2032,2.8972,3.2109,64525,205,0,"    13.4","64,731","5",7.7,"0",0,"19",29.4,"10",15.4,"8",12.4,"17",26.3,"Micropolitan Statistical Area","Central","40100","Rio Grande City-Roma, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,25.6,NA,1.26668689320388,37.2842580080032,"Non I-35 Corridor",0.921052631578947
"48429","Stephens","15.6","23.5",2.4691,NA,22.085,2.9492,2.2634,9433,32,23,"     3.2","9,570","17",177.6,"0",0,"5",52.2,"2",20.9,"0",0,"7",73.1,NA,NA,NA,NA,NA,7,"TX",6,11,18.6,NA,6.26304801670146,27.9468238353729,"Non I-35 Corridor",0.789473684210526
"48431","Sterling","10.199999999999999","13.5",NA,0,14.4509,NA,NA,1311,2.56,1.31,"     3.6","1,252","0",0,"0",0,"0",0,"0",0,"1",79.9,"0",0,"Metropolitan Statistical Area","Outlying","41660","San Angelo, TX","Metropolitan Statistical Area-Outlying",8,"TX",6,7,1.1,NA,3.06122448979592,24.1987973451614,"Non I-35 Corridor",0.868421052631579
"48433","Stonewall","14.300000000000001","22.5",NA,0,21.2544,NA,NA,1362,2,2,"     3.3","1,523","0",0,"0",0,"0",0,"1",65.7,"0",0,"1",65.7,NA,NA,NA,NA,NA,9,"TX",6,12,2.4,NA,10.8433734939759,27.9468238353729,"Non I-35 Corridor",0.736842105263158
"48435","Sutton","11.699999999999999","17.300000000000001",1.8425,NA,10.2178,NA,NA,3758,7,2,"     5.7","4,381","1",22.8,"0",0,"0",0,"0",0,"0",0,"2",45.7,NA,NA,NA,NA,NA,7,"TX",6,11,15,NA,7.47330960854093,24.1987973451614,"Non I-35 Corridor",0.736842105263158
"48437","Swisher","19.600000000000001","27.199999999999999",2.0499,0,13.0125,1.426,1.9608,7462,13,13,"     3.3","7,414","0",0,"1",13.5,"1",13.5,"1",13.5,"0",0,"4",54,NA,NA,NA,NA,NA,6,"TX",6,6,6.5,NA,4.40395925979056,23.2821360230446,"Non I-35 Corridor",0.815789473684211
"48439","Tarrant","10.5","15.4",1.9166,0.2814,20.7678,4.0888,3.1752,2084931,3501,2519,"     3.5","2,143,755","375",17.5,"754",35.2,"1,826",85.2,"415",19.4,"1,365",63.7,"1,793",83.6,"Metropolitan Statistical Area","Central","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.1,8.85987188720009,5.64653375279536,16.5802299976349,"Non I-35 Corridor",0.973684210526316
"48441","Taylor","12.199999999999999","16.899999999999999",2.1353,0.455,19.8483,3.4213,4.0279,137640,547,416,"     3.1","139,457","55",39.4,"35",25.1,"200",143.4,"68",48.8,"92",66,"122",87.5,"Metropolitan Statistical Area","Central","10180","Abilene, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,72.7,11.8708452041785,8.69923467962684,17.41743683815,"Non I-35 Corridor",0.973684210526316
"48443","Terrell","14","13.199999999999999",NA,0,14.2857,NA,NA,823,2,1,"     3.1","1,054","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,72.3,NA,10.1315789473684,24.4458824396133,"Non I-35 Corridor",0.736842105263158
"48445","Terry","18.5","27.399999999999999",1.7771,NA,15.4281,1.8578,4.8465,12287,77,65,"     4.0","13,040","1",7.7,"0",0,"0",0,"1",7.7,"0",0,"4",30.7,NA,NA,NA,NA,NA,6,"TX",6,6,20.5,NA,3.31332938889358,27.2771567106247,"Non I-35 Corridor",0.789473684210526
"48447","Throckmorton","13.5","27.699999999999999",NA,0,11.7089,3.481,NA,1515,86.23,75.45,"     1.9","1,519","0",0,"0",0,"1",65.8,"0",0,"0",0,"1",65.8,NA,NA,NA,NA,NA,9,"TX",6,12,18.5,NA,7.43055555555556,27.9468238353729,"Non I-35 Corridor",0.763157894736842
"48449","Titus","14.300000000000001","21.399999999999999",1.4462,0.3385,17.1385,3.0154,5.8462,33033,119,87,"     3.7","32,953","1",3,"4",12.1,"25",75.9,"10",30.3,"14",42.5,"30",91,"Micropolitan Statistical Area","Central","34420","Mount Pleasant, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,49.4,NA,5.39571798892694,20.7215860486031,"Non I-35 Corridor",0.947368421052632
"48451","Tom Green","12","16.600000000000001",2.0669,0.4011,17.9426,3.6375,3.4063,118189,454.49,321.11,"     3.3","123,276","41",33.3,"33",26.8,"125",101.4,"42",34.1,"40",32.4,"126",102.2,"Metropolitan Statistical Area","Central","41660","San Angelo, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,46.6,18.332875011458,8.14729631759206,13.0231380462646,"Non I-35 Corridor",0.973684210526316
"48453","Travis","10.199999999999999","10.9",2.4612,0.2881,18.503,3.0947,3.3085,1248743,2441,1784,"     2.7","1,291,502","386",29.9,"1,451",112.3,"1,698",131.5,"176",13.6,"1,239",95.9,"1,321",102.3,"Metropolitan Statistical Area","Central","12420","Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,39.1,23.7949818166035,4.28836727670696,13.7411847710609,"I-35 Corridor",0.973684210526316
"48455","Trinity","16.800000000000001","26.5",1.5468,NA,15.2359,3.4803,2.3202,14740,7,4,"     5.4","14,233","2",14.1,"0",0,"3",21.1,"0",0,"0",0,"3",21.1,NA,NA,NA,NA,NA,7,"TX",5,8,20.5,NA,10.8660491104249,26.1826246976852,"Non I-35 Corridor",0.789473684210526
"48457","Tyler","18.899999999999999","27.899999999999999",1.7354,NA,17.1367,6.1667,2.82,21696,34,29,"     6.0","21,343","1",4.7,"0",0,"6",28.1,"4",18.7,"4",18.7,"3",14.1,NA,NA,NA,NA,NA,6,"TX",6,6,9.8,NA,7.63208404889383,26.2936353683472,"Non I-35 Corridor",0.789473684210526
"48459","Upshur","12.6","17.800000000000001",1.572,NA,18.8636,3.2008,2.2159,41260,200,148,"     4.4","41,655","8",19.2,"4",9.6,"16",38.4,"8",19.2,"2",4.8,"7",16.8,"Metropolitan Statistical Area","Outlying","30980","Longview, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,7.7,NA,6.73725912158857,18.6485171318054,"Non I-35 Corridor",0.921052631578947
"48461","Upton","12.1","17",NA,0,16.0326,NA,NA,3671,47,29,"     3.7","3,983","0",0,"0",0,"0",0,"0",0,"0",0,"2",50.2,NA,NA,NA,NA,NA,8,"TX",6,7,3.7,NA,5.53204353083434,24.1987973451614,"Non I-35 Corridor",0.736842105263158
"48463","Uvalde","19","30.699999999999999",1.7507,0,14.4884,1.811,1.9318,26846,129,84,"     3.9","27,937","5",17.9,"1",3.6,"15",53.7,"3",10.7,"6",21.5,"15",53.7,"Micropolitan Statistical Area","Central","46620","Uvalde, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,23.6,NA,5.40628562123433,26.7224907875061,"Non I-35 Corridor",0.947368421052632
"48465","Val Verde","15.6","24.300000000000001",1.5934,NA,14.8589,1.3822,1.5166,49208,1160,1182,"     4.4","48,253","2",4.1,"8",16.6,"8",16.6,"2",4.1,"5",10.4,"23",47.7,"Micropolitan Statistical Area","Central","19620","Del Rio, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,21.1,14.7102088849662,7.23111839616694,26.7224907875061,"Non I-35 Corridor",0.947368421052632
"48467","Van Zandt","12.9","17.699999999999999",1.4054,NA,20.6508,3.2287,2.2917,56019,158,152,"     3.1","55,469","18",32.5,"5",9,"22",39.7,"9",16.2,"8",14.4,"11",19.8,NA,NA,NA,NA,NA,6,"TX",6,4,18.2,NA,6.40567004249173,22.6406246423721,"Non I-35 Corridor",0.789473684210526
"48469","Victoria","16.5","24.399999999999999",2.9577,0.1217,18.757,2.6582,3.3602,92035,392,350,"     4.3","97,744","17",17.4,"14",14.3,"82",83.9,"14",14.3,"32",32.7,"87",89,"Metropolitan Statistical Area","Central","47020","Victoria, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,67.5,12.0456860018178,6.09511711691981,22.8458166122437,"Non I-35 Corridor",0.973684210526316
"48471","Walker","18","20.800000000000001",1.2736,NA,15.6117,3.763,2.8946,72480,63,92,"     4.5","73,997","22",29.7,"8",10.8,"79",106.8,"12",16.2,"10",13.5,"38",51.4,"Micropolitan Statistical Area","Central","26660","Huntsville, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,25.6,7.85340314136126,4.81151832460733,26.1826246976852,"Non I-35 Corridor",0.947368421052632
"48473","Waller","12.6","17.399999999999999",1.643,NA,15.6224,2.005,2.6177,53126,85,69,"     4.2","50,731","6",11.8,"7",13.8,"19",37.5,"4",7.9,"6",11.8,"5",9.9,"Metropolitan Statistical Area","Outlying","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,4.4,NA,3.70461668486108,19.623938202858,"Non I-35 Corridor",0.921052631578947
"48475","Ward","9.8000000000000007","14.4",1.8972,0,15.8103,1.7391,2.4506,11720,43,26,"     4.5","13,592","1",7.4,"0",0,"1",7.4,"1",7.4,"0",0,"1",7.4,NA,NA,NA,NA,NA,6,"TX",6,6,32.5,NA,5.45345242184816,24.4458824396133,"Non I-35 Corridor",0.815789473684211
"48477","Washington","11.699999999999999","17.600000000000001",1.3156,0.6322,14.4712,1.7427,2.3407,35108,84,88,"     3.6","35,155","4",11.4,"4",11.4,"16",45.5,"6",17.1,"11",31.3,"28",79.6,"Micropolitan Statistical Area","Central","14780","Brenham, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,29.2,11.1716240748499,6.04105571847507,18.638750910759,"Non I-35 Corridor",0.973684210526316
"48479","Webb","19.899999999999999","30.300000000000001",2.0956,0.3276,14.5442,1.4976,2.3244,275910,544,461,"     4.3","276,183","94",34,"8",2.9,"125",45.3,"35",12.7,"40",14.5,"116",42,"Metropolitan Statistical Area","Central","29700","Laredo, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,16.2,5.61557986477684,2.05754846245423,28.8039803504944,"Non I-35 Corridor",0.973684210526316
"48481","Wharton","13.800000000000001","20.600000000000001",1.5457,0.2728,14.8754,1.4184,3.2551,41619,130,121,"     3.8","41,941","1",2.4,"7",16.7,"25",59.6,"6",14.3,"4",9.5,"23",54.8,"Micropolitan Statistical Area","Central","20900","El Campo, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,31.5,NA,5.32595621842675,19.623938202858,"Non I-35 Corridor",0.947368421052632
"48483","Wheeler","13.5","20.300000000000001",1.3793,0,14.5977,2.4138,2.1839,5191,3,2,"     4.3","5,783","0",0,"0",0,"2",34.6,"1",17.3,"0",0,"3",51.9,NA,NA,NA,NA,NA,9,"TX",6,10,4.3,NA,5.77154308617235,23.2821360230446,"Non I-35 Corridor",0.815789473684211
"48485","Wichita","16","20.899999999999999",2.1193,0.1793,24.4593,6.8743,3.7387,132064,485,400,"     3.6","133,138","27",20.3,"42",31.5,"149",111.9,"117",87.9,"45",33.8,"125",93.9,"Metropolitan Statistical Area","Central","48660","Wichita Falls, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,78.2,19.3274062620796,8.54503285659065,19.3027421832085,"Non I-35 Corridor",0.973684210526316
"48487","Wilbarger","14.6","21.100000000000001",5.1969,NA,20.0219,10.3939,3.1729,12820,30,NA,"     4.8","13,038","4",30.7,"12",92,"14",107.4,"17",130.4,"6",46,"5",38.3,"Micropolitan Statistical Area","Central","46900","Vernon, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,49.6,NA,4.70241328470552,21.9790354371071,"Non I-35 Corridor",0.894736842105263
"48489","Willacy","24.699999999999999","34",2.657,0,23.1884,3.9855,3.6232,21515,62,52,"     8.4","22,134","1",4.5,"3",13.6,"11",49.7,"5",22.6,"9",40.7,"7",31.6,"Micropolitan Statistical Area","Central","39700","Raymondville, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,16.2,NA,3.347550089268,22.7710723876953,"Non I-35 Corridor",0.947368421052632
"48491","Williamson","5.5999999999999996","6.2999999999999998",2.0875,0.1303,18.9043,2.7049,1.8703,566719,626,466,"     2.7","589,914","107",18.1,"237",40.2,"504",85.4,"56",9.5,"211",35.8,"509",86.3,"Metropolitan Statistical Area","Central","12420","Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,29.2,7.06055824385855,5.74893640079013,10.2283902466297,"I-35 Corridor",0.973684210526316
"48493","Wilson","9.4000000000000004","11.5",1.5632,NA,17.1738,3.293,2.3135,50224,117,0,"     3.0","51,802","5",9.7,"8",15.4,"27",52.1,"6",11.6,"15",29,"16",30.9,"Metropolitan Statistical Area","Outlying","41700","San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,12.1,NA,8.88589632785963,19.5224091410637,"Non I-35 Corridor",0.921052631578947
"48495","Winkler","11.800000000000001","16.899999999999999",1.8088,0,14.7287,1.5504,NA,7720,88.23,68.62,"     5.4","9,295","1",10.8,"0",0,"0",0,"0",0,"1",10.8,"1",10.8,NA,NA,NA,NA,NA,6,"TX",6,6,8.2,NA,3.36285457579258,24.4458824396133,"Non I-35 Corridor",0.789473684210526
"48497","Wise","10","12.4",1.4419,NA,19.6777,3.5765,2.7566,68305,186,169,"     3.3","65,807","7",10.6,"10",15.2,"34",51.7,"8",12.2,"18",27.4,"41",62.3,"Metropolitan Statistical Area","Outlying","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,45,5.82818510315888,6.69658468352955,21.9790354371071,"Non I-35 Corridor",0.947368421052632
"48499","Wood","13.5","21.399999999999999",1.7599,NA,18.8675,3.1045,1.8037,45129,151,105,"     4.3","45,292","18",39.7,"3",6.6,"25",55.2,"11",24.3,"5",11,"21",46.4,NA,NA,NA,NA,NA,6,"TX",6,6,29.2,NA,9.57563053319359,22.6406246423721,"Non I-35 Corridor",0.789473684210526
"48501","Yoakum","10.800000000000001","14.9",1.3699,0,13.2005,NA,2.2416,8591,15,9,"     4.8","9,225","0",0,"0",0,"1",10.8,"0",0,"0",0,"4",43.4,NA,NA,NA,NA,NA,7,"TX",6,9,15.8,NA,3.26228229789446,27.2771567106247,"Non I-35 Corridor",0.789473684210526
"48503","Young","14.800000000000001","22.100000000000001",1.8628,NA,21.0838,3.2458,3.1329,18045,80,68,"     3.2","18,712","3",16,"3",16,"10",53.4,"9",48.1,"4",21.4,"16",85.5,NA,NA,NA,NA,NA,7,"TX",6,11,37.7,NA,6.77226171153523,21.9790354371071,"Non I-35 Corridor",0.789473684210526
"48505","Zapata","24.600000000000001","39.5",2.459,0,15.4247,2.0864,2.608,14190,156,83,"     8.5","14,409","3",20.8,"0",0,"1",6.9,"0",0,"0",0,"0",0,"Micropolitan Statistical Area","Central","49820","Zapata, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,3.8,NA,2.94477644178847,37.2842580080032,"Non I-35 Corridor",0.947368421052632
"48507","Zavala","27.199999999999999","39",2.7128,0,14.3124,2.5257,2.7128,11983,64,20,"     9.2","12,682","2",15.8,"0",0,"2",15.8,"3",23.7,"0",0,"2",15.8,NA,NA,NA,NA,NA,7,"TX",6,9,2.6,NA,3.64012409513961,26.7224907875061,"Non I-35 Corridor",0.815789473684211
